course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres
E. M. S. Links,2236 Isles Rd,Sandusky,MI,48471-9439,Public,9 Holes,(810) 648-2256,-82.906213,43.353981,Bruce Hills Golf Club,80.86441915597146,59453.90242948136,NA
Woodland Hills Golf Course,320 N Gates Rd,Sandusky,MI,48471-9617,Public,18 Holes,(810) 648-2400,-82.850689,43.42783,Bird Creek Golf Course,176.5456355833629,66186.97457567521,NA
Morrison Lake Country Club,6425 Portland Rd,Saranac,MI,48881-9771,Public,18 Holes,(616) 642-9528,-85.19975,42.871494,Hastings County Club Golf Course,154.1247975246334,23947.057903328227,NA
Clearbrook Golf Club,6494 Clearbrook Dr,Saugatuck,MI,49453-9617,Public,18 Holes,(269) 857-2000,-86.182986,42.669915,Holland Country Club,28.364426359775862,17283.754308538395,NA
Ravines Golf Club,3520 Palmer Dr,Saugatuck,MI,49453-9448,Public,18 Holes,(269) 857-1616,-86.149669,42.674471,Holland Country Club,28.364426359775862,15383.673629431936,NA
Sault Sainte Marie Country Club,1520 Riverside Dr,Sault Sainte Marie,MI,49783-9581,Municipal,18 Holes,(906) 632-7812,-84.302609,46.483544,Wild Bluff Golf Course,204.06475000360476,24077.872339158497,NA
Tanglewood Marsh,2600 W 16th Ave,Sault Sainte Marie,MI,49783-1142,Public,18 Holes,(906) 635-7651,-84.407168,46.477693,Wild Bluff Golf Course,204.06475000360476,16305.395262207412,NA
Olde Mill Golf Club,6101 W Xy Ave,Schoolcraft,MI,49087-9117,Public,18 Holes,(269) 679-5625,-85.667605,42.091824,Kalamazoo Country Club,147.64645154526366,18478.316655220453,NA
Indian Run Golf Club,6359 Rs Ave E,Scotts,MI,49088-9367,Public,18 Holes,(269) 327-1327,-85.503481,42.179536,Milham Park Golf Course,131.01643792202358,8858.499131265196,NA
Birch Valley Golf Course,M66 & US 10,Sears,MI,49679,Public,18 Holes,(231) 734-9112,-85.147599,43.90077,White Deer Golf Course,138.23904222311216,57857.19319843945,NA
Selfridge Golf Course,Building #570 SANG BASE,Selfridge,MI,48045,Semi Private,18 Holes,(586) 307-4653,-82.834221,42.586551,Gowanie Golf Club,102.3007353739135,1947.505277674332,NA
Stony Creek Golf Course Inc,5140 Main Park Dr,Shelby Township,MI,48316-4907,Municipal,18 Holes,(800) 477-7756,-83.069573,42.710769,Springbrook Golf Club,33.139870408730395,11798.479444447363,NA
Cherry Creek Golf Club,52000 Cherry Creek Dr,Shelby Township,MI,52000,Public,18 Holes,(586) 254-7700,-83.022614,42.677449,Springbrook Golf Club,33.139870408730395,9024.797849547436,NA
Benona Shores Golf Course,3410 Scenic Dr,Shelby,MI,49455-9545,Public,18 Holes,(231) 861-2098,-86.508596,43.584669,Muskegon Country Club,164.84907103699717,44003.3216897173,NA
Oceana Golf Club,3333 W Weaver Rd,Shelby,MI,49455-9208,Public,18 Holes,(231) 861-4211,-86.364659,43.641464,Muskegon Country Club,164.84907103699717,47635.729789364494,NA
Hidden Valley Golf Club,1069 126th Ave,Shelbyville,MI,49344-9521,Public,18 Holes,(269) 672-7866,-85.65836,42.608534,Gun Ridge Golf Course,108.45596668381467,23239.193841855136,NA
Orchard Hills Golf Course,714 125th Ave,Shelbyville,MI,49344-9537,Public,36 Holes,(269) 672-7096,-85.615172,42.605132,Gun Ridge Golf Course,108.45596668381467,19816.22510910152,NA
Winding Brook Golf Club,8240 S Genuine Rd,Shepherd,MI,48883-9374,Public,18 Holes,(888) 580-8712,-84.677652,43.520157,White Deer Golf Course,138.23904222311216,85782.47098723872,NA
Holland Lake Golf Course Inc.,1100 Holland Lake Rd,Sheridan,MI,48884-9322,Public,9 Holes,(989) 291-5757,-85.051367,43.234965,Hastings County Club Golf Course,154.1247975246334,66107.91290836585,NA
Glenn Shores Golf Course,7097 Orchard Lake Dr,South Haven,MI,49090-9641,Public,9 Holes,(269) 227-3226,-86.242088,42.498685,Holland Country Club,28.364426359775862,36258.4471276492,NA
South Haven Golf Club,397 Adams Rd,South Haven,MI,49090,Public,18 Holes,(269) 637-3896,-86.235905,42.498515,Holland Country Club,28.364426359775862,36068.577825868604,NA
HawksHead Links,523 Hawksnest Dr,South Haven,MI,49090-9547,Public,18 Holes,(269) 639-2121,-86.223837,42.456732,Lake Michigan Hills Golf Course,154.43274523525147,34358.04497774518,NA
Beeches Golf Club,09601 68th St,South Haven,MI,09601,Public,36 Holes,(269) 637-2600,-86.207129,42.4409,Lake Michigan Hills Golf Course,154.43274523525147,33194.742079061194,NA
Walnut Creek Country Club,25501 Johns Rd,South Lyon,MI,25501,Private,36 Holes,(248) 437-7470,-83.564225,42.474581,Taylor Meadows Golf Course,84.99462680437274,32859.15323470984,NA
Moose Ridge Golf Course,11801 Doane Rd,South Lyon,MI,11801,Public,18 Holes,(248) 446-9030,-83.712081,42.466,Taylor Meadows Golf Course,84.99462680437274,41630.647102948664,NA
Cattails Golf Club,57737 9 Mile Rd,South Lyon,MI,57737,Public,18 Holes,(248) 486-8777,-83.618282,42.447198,Taylor Meadows Golf Course,84.99462680437274,34135.133032722064,NA
River Bank Golf Course,24095 Currie Rd,South Lyon,MI,24095,Public,18 Holes,(248) 486-6251,-83.592904,42.461656,Taylor Meadows Golf Course,84.99462680437274,33552.26157244251,NA
Tanglewood Golf Club,53503 10 Mile Rd,South Lyon,MI,53503,Public,54 Holes,(248) 486-3355,-83.579066,42.463124,Taylor Meadows Golf Course,84.99462680437274,32825.32025795761,NA
Wesburn Golf Course,5617 S Huron River Dr,South Rockwood,MI,48179-9700,Public,18 Holes,(734) 379-3555,-83.27271,42.07326,Lakes of Taylor Golf Course,206.0757512756353,14415.640562811835,NA
Beech Woods Golf Course,22202 Beech Rd,Southfield,MI,22202,Municipal,18 Holes,(248) 796-4655,-83.297761,42.453074,Pine Trace Golf Course,217.10319028720548,20412.74198264684,NA
Evergreen Hills Golf Course,26000 Evergreen Rd,Southfield,MI,26000,Municipal,9 Holes,(248) 796-4666,-83.240667,42.480466,Pine Trace Golf Course,217.10319028720548,16044.795414643237,NA
Plum Hollow Country Club,21631 Lahser Rd,Southfield,MI,21631,Private,18 Holes,(248) 357-5353,-83.25989,42.451275,Pine Trace Golf Course,217.10319028720548,19573.549617658467,NA
Southgate Municipal Golf Course,14600 Reaume Parkway,Southgate,MI,14600,Municipal,18 Holes,(734) 258-3004,-83.209514,42.203647,Lakes of Taylor Golf Course,206.0757512756353,5155.811605888145,NA
Grand Rapids Sparta Moose Golf Course,11510 N Division Ave,Sparta,MI,11510,Private,18 Holes,(616) 887-9126,-85.669363,43.171164,Holland Country Club,71.9807619496469,51547.281311580664,NA
Rogue River Golf Course Inc,12994 Paine Ave,Sparta,MI,12994,Public,18 Holes,(888) 779-4653,-85.691252,43.200656,Muskegon Country Club,164.84907103699717,50036.204853167175,NA
Spring Lake Country Club,17496 N Fruitport Rd,Spring Lake,MI,17496,Private,18 Holes,(616) 842-4200,-86.176411,43.084724,Muskegon Country Club,164.84907103699717,17222.158424123198,NA
Country Town Golf Course,9501 Ferris Rd,Springport,MI,49284-9519,Public,9 Holes,(517) 857-4653,-84.689133,42.370185,Medalist Golf Course,352.52452203361867,24751.3994420046,NA
White Pine National Golf Course,3450 N Hubbard Lake Rd,Spruce,MI,48762-9742,Public,18 Holes,(989) 736-3279,-83.525964,44.754963,Fairview Hills Golf Course,114.31645006718391,46380.259445158845,NA
Pine River Golf Club,2244 Pine River Rd,Standish,MI,48658-9713,Public,18 Holes,(989) 846-6819,-83.896447,43.983039,White Deer Golf Course,138.23904222311216,69830.52496850406,NA
Canadian Lakes Country Club,9775 Club House Dr E,Stanwood,MI,49346-9333,Private,36 Holes,(231) 972-8979,-85.260837,43.564848,Muskegon Country Club,164.84907103699717,93208.56390067212,NA
Tullymore Golf Club,11969 Tullymore Dr,Stanwood,MI,11969,Public,18 Holes,(800) 972-4837,-85.320998,43.564833,Muskegon Country Club,164.84907103699717,88815.87885631145,NA
St. Ives Golf Club,9900 Saint Ives Dr,Stanwood,MI,49346-9363,Public,18 Holes,(800) 972-4837,-85.305149,43.608987,White Deer Golf Course,138.23904222311216,91401.86256792847,NA
Indian Hills Golf Course,N8881 Walnut Road O 1,Stephenson,MI,49887-8543,Public,9 Holes,(906) 753-4781,-87.471457,45.429619,Pine Grove Country Club,74.58737898892733,64561.51187901266,NA
Sunnybrook Golf Club,7191 17 Mile Rd,Sterling Heights,MI,48313-4523,Public,27 Holes,(586) 977-9759,-83.037928,42.580302,Plumbrook Golf Course,91.87051220503433,3380.204361453034,NA
Maple Lane Golf Club,33203 Maple Lane Dr,Sterling Heights,MI,33203,Public,54 Holes,(586) 795-4000,-83.004031,42.538819,Maple Lane Golf Club,242.0787561111333,0,242.0787561111333
Plum Brook Golf Club,13390 Plumbrook Rd,Sterling Heights,MI,13390,Public,18 Holes,(586) 264-9411,-82.992412,42.574115,Plumbrook Golf Course,91.87051220503433,15.84216158795826,91.87051220503433
Rammler Golf Club,38180 Utica Rd,Sterling Heights,MI,38180,Public,27 Holes,(586) 264-4101,-82.985248,42.57558,Rammler Country Club,131.10578046397248,52.40500718375419,131.10578046397248
Willow Creek Golf Club,3202 Heeney Rd,Stockbridge,MI,49285-9538,Public,18 Holes,(517) 851-7856,-84.231349,42.446499,Bay View Shores Golf Course,47.172635941405204,38760.358745064645,NA
Klinger Lake Country Club,21050 West U.S. 12,Sturgis,MI,21050,Private,18 Holes,(269) 651-4653,-85.543888,41.792753,Milham Park Golf Course,131.01643792202358,50343.23405046757,NA
Saint Joe Valley Golf Club,24953 M 86,Sturgis,MI,24953,Public,18 Holes,(269) 467-6275,-85.46971,41.918903,Milham Park Golf Course,131.01643792202358,37131.60128329801,NA
Green Valley Golf Club,25379 W Fawn River Rd,Sturgis,MI,25379,Public,18 Holes,(269) 651-6331,-85.459747,41.780948,Milham Park Golf Course,131.01643792202358,52355.450367138714,NA
Centennial Acres,12485 Dow Rd,Sunfield,MI,12485,Public,45 Holes,(517) 566-8055,-84.956119,42.748241,Hastings County Club Golf Course,154.1247975246334,28918.521219710994,NA
The Leelanau Club At Bahles Farms,9505 E Otto Rd,Suttons Bay,MI,49682-9128,Public,18 Holes,(877) 533-5262,-85.665043,44.929032,Petoskey-Bay View Country Club,144.62033343992476,76763.00158499536,NA
Genesee Valley Meadows Inc,5499 Miller Rd,Swartz Creek,MI,48473-1512,Public,18 Holes,(810) 732-1401,-83.790204,42.97247,Pine Trace Golf Course,217.10319028720548,61648.757177394575,NA
Singing Bridge Golf Course,1920 Noble Rd,Tawas City,MI,48763-9456,Public,18 Holes,(989) 362-0022,-83.575547,44.142021,Bird Creek Golf Course,176.5456355833629,47871.060350957196,NA
Tawas Creek Golf Club,1022 Monument Rd,Tawas City,MI,48763-9367,Public,18 Holes,(989) 362-6262,-83.537419,44.30903,Bird Creek Golf Course,176.5456355833629,53516.62078255934,NA
Lakes of Taylor Golf Club,25505 Northline Rd,Taylor,MI,25505,Municipal,18 Holes,(734) 287-2100,-83.284553,42.211446,Lakes of Taylor Golf Course,206.0757512756353,0,206.0757512756353
Taylor Meadows Golf Club,25360 Ecorse Rd,Taylor,MI,25360,Municipal,18 Holes,(734) 287-2100,-83.283846,42.255057,Taylor Meadows Golf Course,84.99462680437274,301.41398057622536,84.99462680437274
Tecumseh Country Club,5200 Milwaukee Rd,Tecumseh,MI,49286-9506,Private,18 Holes,(517) 423-3930,-83.921416,42.014756,Bay View Shores Golf Course,47.172635941405204,33321.00980151656,NA
Raisin Valley Golf Course,4057 Comfort Rd,Tecumseh,MI,49286-9522,Public,18 Holes,(517) 423-2050,-83.94269,41.987065,Bay View Shores Golf Course,47.172635941405204,32722.20059550993,NA
Bedford Hills Golf Club,6400 Jackman Rd,Temperance,MI,48182-1041,Public,54 Holes,(734) 854-4653,-83.585425,41.733765,Lakes of Taylor Golf Course,206.0757512756353,57694.62697599867,NA
Giant Oak Golf Club,1024 Valetta Dr,Temperance,MI,48182-9602,Public,27 Holes,(734) 847-6733,-83.570351,41.788326,Lakes of Taylor Golf Course,206.0757512756353,51695.813510789536,NA
Crystal Mountain Golf Course,12500 Crystal Mountain Dr,Thompsonville,MI,12500,Public,36 Holes,(800) 968-7686,-85.99123,44.518858,Manistee Golf and Country Club,126.73906719843096,41309.105771907845,NA
Pine View Golf Club,52065 Pulver Rd,Three Rivers,MI,52065,Public,36 Holes,(269) 279-5131,-85.664385,42.041115,Kalamazoo Country Club,147.64645154526366,23913.912223086903,NA
Sauganash Country Club,61270 Lutz Rd,Three Rivers,MI,61270,Public,18 Holes,(269) 278-7825,-85.624722,41.907576,Milham Park Golf Course,131.01643792202358,37848.08914223302,NA
Wyandotte Hills Golf Course,5755 Poyhonen Rd,Toivola,MI,49965-9313,Public,9 Holes,(906) 288-3720,-88.864109,46.884927,Pine Grove Country Club,74.58737898892733,131961.6577023291,NA
Traverse City Golf & Country Club,1725 S Union St,Traverse City,MI,49684-4165,Private,18 Holes,(231) 947-3553,-85.623524,44.746613,Manistee Golf and Country Club,126.73906719843096,79747.0763759147,NA
Crown Golf Course,2430 E Crown Dr,Traverse City,MI,49684-7125,Public,18 Holes,(231) 946-2975,-85.682743,44.722681,Manistee Golf and Country Club,126.73906719843096,74555.41869774496,NA
Bay Meadows Golf Course,5550 Bay Meadows Dr,Traverse City,MI,49684-6918,Public,27 Holes,(231) 946-7927,-85.680435,44.767529,Manistee Golf and Country Club,126.73906719843096,78310.29271963426,NA
Elmbrook Golf Course,1750 Townline Rd,Traverse City,MI,49686-4867,Public,18 Holes,(231) 946-9180,-85.57504,44.711668,Manistee Golf and Country Club,126.73906719843096,79955.93258068404,NA
Sylvan Glen Golf Course,5725 Rochester Rd,Troy,MI,48085-3354,Municipal,18 Holes,(248) 619-7600,-83.129654,42.601834,Springbrook Golf Club,33.139870408730395,4482.605649204913,NA
Sanctuary Lake,1450 E South Blvd,Troy,MI,48085-1054,Municipal,18 Holes,(248) 619-7671,-83.101409,42.623811,Springbrook Golf Club,33.139870408730395,3046.448403615395,NA
Somerset Golf Club,2401 Golfview Dr,Troy,MI,48084-3862,Private,9 Holes,(248) 643-8737,-83.180011,42.558727,Pine Trace Golf Course,217.10319028720548,7008.081395932011,NA
Tustin Trails Golf Course,20231 Mackinaw Trl,Tustin,MI,20231,Public,9 Holes,(231) 829-5455,-85.444357,44.10641,White Deer Golf Course,138.23904222311216,65006.38873837113,NA
Stonegate Golf Club,4100 Sweeter Rd,Twin Lake,MI,49457,Public,18 Holes,(231) 744-7200,-86.141108,43.332197,Muskegon Country Club,164.84907103699717,18870.269226400054,NA
Ubly Heights Golf Course,2409 E Atwater Rd,Ubly,MI,48475-9509,Public,18 Holes,(989) 658-2374,-82.921069,43.710545,Bird Creek Golf Course,176.5456355833629,34243.46429310501,NA
Black Bear Golf Club,1500 Alexander Rd,Vanderbilt,MI,49795-9709,Public,18 Holes,(866) 983-4441,-84.642271,45.171165,Petoskey-Bay View Country Club,144.62033343992476,31645.9419764868,NA
The Timbers Golf Club,7300 Bray Rd,Vassar,MI,48768-9637,Public,18 Holes,(989) 871-4884,-83.659088,43.312954,Bruce Hills Golf Club,80.86441915597146,72809.74865132294,NA
Vassar Golf & Country Club,3509 Kirk Rd,Vassar,MI,48768-9770,Public,18 Holes,(989) 823-7221,-83.561113,43.407531,Bruce Hills Golf Club,80.86441915597146,76299.70196712161,NA
Willow Springs Golf & Country Club,7335 Oak Rd,Vassar,MI,48768-9292,Public,18 Holes,(989) 871-9703,-83.500202,43.310446,Bruce Hills Golf Club,80.86441915597146,64579.065244224745,NA
Angels Crossing Golf Club,3600 E W Ave,Vicksburg,MI,49097-8392,Municipal,18 Holes,(269) 649-2700,-85.544828,42.11405,Milham Park Golf Course,131.01643792202358,14682.303546749712,NA
States Golf Course,20 E W Ave,Vicksburg,MI,49097-9776,Public,18 Holes,(269) 649-1931,-85.587656,42.1139,Milham Park Golf Course,131.01643792202358,14704.993807158147,NA
Indianhead Mountain Resort,500 Indianhead Rd,Wakefield,MI,49968-9586,Public,9 Holes,(800) 346-3426,-89.971232,46.479855,Pine Grove Country Club,74.58737898892733,161762.98649093177,NA
Leaning Tree Golf Club,7860 Smiths Creek Rd,Wales,MI,48027-3908,Public,18 Holes,(810) 367-3528,-82.635352,42.916961,Oak Ridge Golf Course,370.32956487230115,22095.484412660306,NA
Willow Creek,4411 N 160th Ave,Walkerville,MI,49459-9473,Public,9 Holes,(231) 873-8489,-86.158214,43.722464,Muskegon Country Club,164.84907103699717,57812.035523625585,NA
Little Bear Golf Course,12 Miles North of Menominee on Hwy 41,Wallace,MI,49893,Public,18 Holes,(906) 864-2000,-87.613819,45.25388,Pine Grove Country Club,74.58737898892733,72850.3775875612,NA
Links at Pinewood,8600 P G A Dr,Walled Lake,MI,48390-1660,Public,18 Holes,(248) 669-9802,-83.451071,42.565784,Pine Trace Golf Course,217.10319028720548,21588.54753805801,NA
Bear River Links Golf Course,03420 Springvale Rd,Walloon Lake,MI,03420,Public,9 Holes,(231) 535-2400,-84.933983,45.267299,Petoskey-Bay View Country Club,144.62033343992476,12620.213438454035,NA
Springbrook Hills Golf Club,6151 Springvale Road,Walloon Lake,MI,49796,Public,18 Holes,(231) 535-5155,-84.933983,45.267299,Petoskey-Bay View Country Club,144.62033343992476,12620.213438454035,NA
Greystone Golf Club,67500 Mound Rd,Washington,MI,67500,Public,18 Holes,(888) 418-3386,-83.058264,42.7917,Bruce Hills Golf Club,80.86441915597146,3397.039775280687,NA
The Glacier Club,8000 Glacier Club Dr,Washington,MI,48094-2227,Public,18 Holes,(586) 786-0800,-83.037769,42.73612,Bruce Hills Golf Club,80.86441915597146,9654.786409904027,NA
The Orchards Golf Club,62900 Campground Rd,Washington,MI,62900,Public,18 Holes,(586) 786-7200,-83.03706,42.756835,Bruce Hills Golf Club,80.86441915597146,7391.366330317308,NA
White Lake Oaks Golf Course,991 S Williams Lake Rd,Waterford,MI,48327-3940,Municipal,18 Holes,(248) 698-2700,-83.442137,42.624277,Pine Trace Golf Course,217.10319028720548,19842.054862169203,NA
Pontiac Country Club,4335 Elizabeth Lake Rd,Waterford,MI,48328-2915,Public,18 Holes,(248) 682-6333,-83.372683,42.638732,Pine Trace Golf Course,217.10319028720548,14220.243093228626,NA
Lac Vieux Desert Golf Course,N 5384 US 45,Watersmeet,MI,49969,Public,18 Holes,(906) 358-0303,-89.178317,46.291716,Pine Grove Country Club,74.58737898892733,98353.58391610332,NA
Paw Paw Lake Golf Course,4548 Forest Beach Rd,Watervliet,MI,49098-8328,Public,18 Holes,(269) 463-3831,-86.276646,42.193899,Lake Michigan Hills Golf Course,154.43274523525147,7599.635552381328,NA
Yankee Springs Golf Course,12300 Bowens Mill Rd,Wayland,MI,12300,Public,45 Holes,(269) 795-3356,-85.531697,42.660183,Gun Ridge Golf Course,108.45596668381467,12814.873910452288,NA
The Woodlands,39670 Ecorse Rd,Wayne,MI,39670,Public,18 Holes,(734) 729-3812,-83.429889,42.2493,Taylor Meadows Golf Course,84.99462680437274,11675.906473434185,NA
Oak Lane Golf Course Inc,800 N Main St,Webberville,MI,48892-9533,Public,18 Holes,(517) 521-3900,-84.174186,42.675748,Bay View Shores Golf Course,47.172635941405204,64675.49731511098,NA
Fawn Crest Golf Course,553 Seaman Rd,Wellston,MI,49689-9534,Public,9 Holes,(231) 848-4174,-85.957644,44.228673,Manistee Golf and Country Club,126.73906719843096,30433.05055234842,NA
Twin Beach Country Club,7625 Glascott Ave,West Bloomfield,MI,48323-1335,Private,9 Holes,(248) 363-3335,-83.432946,42.572283,Pine Trace Golf Course,217.10319028720548,19957.28997368989,NA
Tam O'Shanter Country Club,5051 Orchard Lake Rd,West Bloomfield,MI,48323-2753,Private,18 Holes,(248) 855-1900,-83.361551,42.564348,Pine Trace Golf Course,217.10319028720548,14808.229198244864,NA
Knollwood Country Club,5050 W Maple Rd,West Bloomfield,MI,48322-2534,Private,18 Holes,(248) 855-1800,-83.328148,42.543925,Pine Trace Golf Course,217.10319028720548,13693.581957257118,NA
Bay Pointe Golf Club,4001 Haggerty Rd,West Bloomfield,MI,48323-1246,Public,18 Holes,(248) 360-0600,-83.440109,42.577018,Pine Trace Golf Course,217.10319028720548,20378.16518460007,NA
Shenandoah Country Club,5600 Walnut Lake Rd,West Bloomfield,MI,48323-2370,Public,18 Holes,(248) 683-6363,-83.395157,42.556601,Pine Trace Golf Course,217.10319028720548,17668.74368212207,NA
The Dream,5266 W M 76,West Branch,MI,48661-9156,Public,18 Holes,(888) 833-7326,-84.333151,44.278603,White Deer Golf Course,138.23904222311216,25940.417911579898,NA
West Branch Country Club,1905 N Fairview Rd,West Branch,MI,48661-9259,Public,18 Holes,(866) 989-9222,-84.227702,44.397646,White Deer Golf Course,138.23904222311216,36048.23426199139,NA
