course_name,city,state,street_address,zip_code,final_acreage,acreage_source,longitude,latitude
Four Hills Country Club,Albuquerque,NM,911 Four Hills Rd SE,87123-4337,148.2677156,Tigris (High Reliability),-106.495036,35.054283
Tanoan Country Club,Albuquerque,NM,10801 Academy Rd NE,10801,140.3569304,OSM (Medium Reliability),-106.520333,35.153156
Desert Greens Golf Course,Albuquerque,NM,10035 Country Club Ln NW,10035,166.4760241,OSM (Medium Reliability),-106.683159,35.197241
Isleta Eagle Golf Course,Albuquerque,NM,4001 Highway 47 SE,87105,,No Match Found,-106.646861,35.02465
Championship Golf Course At University of New Mexi,Albuquerque,NM,3601 University Blvd SE,87131-0001,253.5388345,OSM (Medium Reliability),-106.629535,35.032958
University of New Mexico North Course,Albuquerque,NM,2201 Tucker Road North East,87131-0001,66.20322538,OSM (Medium Reliability),-106.623039,35.09192
Sandia Golf Club,Albuquerque,NM,30 Rainbow Rd NE,87113-2156,237.6498717,OSM (Medium Reliability),-106.56766,35.206427
Alto Lakes Golf & Country Club,Alto,NM,One Country Club Drive,88312,175.5265914,OSM (Medium Reliability),-105.663892,33.400499
Kokopelli Club,Alto,NM,1200 High Masa Rd,88312,55.18010305,OSM (Medium Reliability),-105.654336,33.400094
Outlaw Club At Lincoln Hill,Alto,NM,190 Lincoln Hills Dr,88312-8085,242.404381,OSM (Medium Reliability),-105.617369,33.410572
The Golf Club At Rainmakers,Alto,NM,164 Rainmakers Dr,88312-9644,,No Match Found,-105.607179,33.435036
Angel Fire Resort Country Club,Angel Fire,NM,100 Country Club Drive,87710,343.7264341,OSM (Medium Reliability),-105.288409,36.3743
Anthony Country Club,Anthony,NM,2100 W Ohara Rd,88021-8842,43.2592185,OSM (Medium Reliability),-106.651492,32.022638
Dos Lagos Golf Club,Anthony,NM,1150 Duffer Lane,88021,125.932968,OSM (Medium Reliability),-106.598618,32.019175
Artesia Country Club,Artesia,NM,26th & Richey Avenue,88210,157.2999562,OSM (Medium Reliability),-104.429819,32.85709
Hidden Valley Country Club,Aztec,NM,29 County Road 3025,87410,,No Match Found,-108.046562,36.894314
Tierra Del Sol Golf Course,Belen,NM,1000 Golf Course Rd,87002-7150,132.6611518,OSM (Medium Reliability),-106.725728,34.638924
Santa Ana Golf Club,Bernalillo,NM,288 Prairie Star Rd,87004-5939,265.3376265,OSM (Medium Reliability),-106.564498,35.334935
Twin Warriors Golf Club,Bernalillo,NM,1301 Tuyuna Trail,87004,334.9291907,OSM (Medium Reliability),-106.547108,35.350983
Whispering Winds Golf Club,Cannon Afb,NM,105 Forest Dr,88103-5011,114.5111349,OSM (Medium Reliability),-103.320794,34.40302
Lake Carlsbad Golf Course,Carlsbad,NM,901 Muscatel Ave,88220,143.7955319,OSM (Medium Reliability),-104.217355,32.429311
Riverside Country Club,Carlsbad,NM,1700 W Orchard Ln,88220-4183,109.6093859,OSM (Medium Reliability),-104.248731,32.445132
Valle Del Sol Golf Course,Carrizozo,NM,Hwy 380 East,88301,,No Match Found,-105.880894,33.652815
Clayton Golf Club,Clayton,NM,Princeton and Water,88415,,No Match Found,-103.163469,36.45084
The Lodge Golf Course,Cloudcroft,NM,#1 Corona Place,88317,60.00333878,OSM (Medium Reliability),-105.743709,32.95214
Ponderosa Pines Golf Course,Cloudcroft,NM,878 Cox Canyon Hwy,88317-9311,73.03503873,OSM (Medium Reliability),-105.65978,32.885487
Clovis Municipal Golf Course,Clovis,NM,1200 N Norris St,88101-6374,75.60796997,OSM (Medium Reliability),-103.179031,34.410392
Chaparral Country Club,Clovis,NM,1300 Colonial Pkwy,88101-3098,81.31851876,Tigris (High Reliability),-103.192318,34.441089
Pueblo De Cochiti Golf Course,Cochiti Lake,NM,5200 Cochiti Hwy,87083-6048,252.7748243,OSM (Medium Reliability),-106.351941,35.665092
Rio Mimbres Country Club,Deming,NM,2500 E Pine St,88030-7074,137.8998257,OSM (Medium Reliability),-107.733085,32.268411
Sierra Del Rio Golf Club,Elephant Butte,NM,101 Clubhouse Rd,87935,,No Match Found,-107.220127,33.170468
Black Mesa Golf Club,Espanola,NM,115 State Road 399,87532-3169,,No Match Found,-106.06354,35.962765
Eunice Municipal Golf Course,Eunice,NM,9434 S State 8 Highway,88231,,No Match Found,-103.196629,32.44291
Civitan Golf Course,Farmington,NM,2200 N Dustin Ave,87401-2136,20.02110588,OSM (Medium Reliability),-108.202063,36.750275
Pinon Hills Golf Course,Farmington,NM,2101 Sunrise Pkwy,87401-9277,197.4697836,Tigris (High Reliability),-108.179163,36.769904
San Juan Country Club,Farmington,NM,5775 Country Club Dr,87402-5085,131.5837927,OSM (Medium Reliability),-108.127856,36.782792
Gallup Municipal Golf Course,Gallup,NM,1109 Susan Ave,87301-4919,189.9386623,Tigris (High Reliability),-108.72154,35.514144
Coyote del Malpais Golf Course,Grants,NM,2001 George Hanosh Blvd,87020-3614,317.2012163,OSM (Medium Reliability),-107.804181,35.146583
Ocotillo Park Golf Course,Hobbs,NM,5001 Jack Gomez Blvd,88240-8836,220.8875208,Tigris (High Reliability),-103.198219,32.77718
Hobbs Country Club,Hobbs,NM,5001 W Carlsbad Hwy,88240-9229,180.5403842,OSM (Medium Reliability),-103.203547,32.696454
Apache Mesa Golf Course,Holloman Afb,NM,Building 761/151 West Gate Ave,88330,,No Match Found,-106.077177,32.837218
Jal Country Club,Jal,NM,North Third Street,88252,,No Match Found,-103.193364,32.11642
Kirtland Golf Course,Kirtland Afb,NM,Bldg 28054,28054,,No Match Found,-106.563549,35.045465
Riverview Golf Course,Kirtland,NM,64 County Road 6520,87417-9304,,No Match Found,-108.343802,36.743802
Picacho Hills Country Club,Las Cruces,NM,6861 Via Campestre,88007-4955,112.4786901,OSM (Medium Reliability),-106.868658,32.313528
Las Cruces Country Club,Las Cruces,NM,2700 N Main St,88001-1148,,No Match Found,-106.780064,32.334745
New Mexico St Univ Golf Course,Las Cruces,NM,3000 Champions Drive,88003,,No Match Found,-106.745853,32.278922
Sonoma Ranch Golf Course,Las Cruces,NM,1274 Golf Club Rd,88011-4003,,No Match Found,-106.736913,32.340928
Gene Torres Golf Course,Las Vegas,NM,Country Club Dr,87701-4695,160.7638177,OSM (Medium Reliability),-105.218796,35.611554
Los Alamos County Golf Course,Los Alamos,NM,4250 Diamond Dr,87544-1504,,No Match Found,-106.310775,35.899984
Lovington Country Club,Lovington,NM,1227 S Country Club Dr,88260-9546,124.8887797,OSM (Medium Reliability),-103.320457,32.938596
Inn of the Mountain Gods Resort,Mescalero,NM,Carrizo Canyon Road,88340,,No Match Found,-105.676985,33.301303
Zuni Mountain Golf Course,Milan,NM,1523 Horizon Drive,87020,,No Match Found,-107.84087,35.249693
Portales Country Club,Portales,NM,523B S Roosevelt Road U,88130-9120,109.3819463,OSM (Medium Reliability),-103.386958,34.1818
Taos Country Club,Rancho de Taos,NM,54 Golf Course Dirve,87557,219.578839,OSM (Medium Reliability),-105.655813,36.355768
Raton Municipal Golf Course,Raton,NM,510 Country Club Rd,87740-4533,60.27017712,OSM (Medium Reliability),-104.464653,36.889144
Chamisa Hills Country Club,Rio Rancho,NM,500 Country Club Dr SE,87124-2220,,No Match Found,-106.671245,35.248449
Pendaries Village Community Assoc.,Rociada,NM,Highway 105  #1 Lodge Rd.,87742,,No Match Found,-105.409934,35.841021
Spring River Golf Course,Roswell,NM,1612 W 8th St,88201-2126,142.2852459,Tigris (High Reliability),-104.546165,33.400857
Roswell Country Club,Roswell,NM,2601 Urton Rd,88201-9127,125.1915605,OSM (Medium Reliability),-104.492604,33.424515
New Mexico Military Institute Golf Course,Roswell,NM,201 W 19th St,88201-5140,135.8565108,Tigris (High Reliability),-104.525337,33.416119
Innsbrook Village Country Club,Ruidoso,NM,146 Geneva Dr,88345-7019,36.92319235,OSM (Medium Reliability),-105.674823,33.349511
Cree Meadows Country Club,Ruidoso,NM,301 Country Club Dr,88345-6948,172.6602305,OSM (Medium Reliability),-105.667362,33.342469
The Links at Sierra Blanca,Ruidoso,NM,105 Sierra Blanca Dr,88345-5503,152.6391129,OSM (Medium Reliability),-105.663534,33.355689
Paa Ko Ridge Golf Club,Sandia Park,NM,1 Club House Dr,87047-8531,,No Match Found,-106.313305,35.20799
Marty Sanchez Links DeSanta Fe,Santa Fe,NM,205 Caja del Rio,87501,99.85535354,Tigris (High Reliability),-106.067244,35.668606
Quail Run Golf Course,Santa Fe,NM,3101 Old Pecos Trl,87505-9025,38.07850029,OSM (Medium Reliability),-105.931274,35.643514
The Club At Las Campanas,Santa Fe,NM,132 Clubhouse Dr,87506-2109,115.1478158,OSM (Medium Reliability),-106.057417,35.716501
Towa Golf Resort,Santa Fe,NM,47 Towa Golf Rd,87506-7247,276.165038,OSM (Medium Reliability),-105.997537,35.863704
Santa Fe Country Club,Santa Fe,NM,4360 Country Club Road,87507,162.409585,OSM (Medium Reliability),-106.051125,35.630099
Santa Rosa Golf Course,Santa Rosa,NM,Chuck N Dale Ln,88435,66.15664348,OSM (Medium Reliability),-104.655403,34.949498
Santa Teresa Country Club,Santa Teresa,NM,Country Club & McNutt Roads,88008,,No Match Found,-106.624249,31.84666
Silver City Golf Course,Silver City,NM,9 Golf Course Dr,66531,121.0145728,OSM (Medium Reliability),-108.269249,32.738537
New Mexico Tech Golf Course,Socorro,NM,#1 Canyon Road,87801,136.8143776,OSM (Medium Reliability),-106.916972,34.066635
El Valle Escondido Golf Course,Taos,NM,28 Lodge Rd,87571-9530,,No Match Found,-105.378316,36.372259
Timberon Golf Course,Timberon,NM,90 Pleasant Valley Road,88350,181.2665204,OSM (Medium Reliability),-105.694528,32.633532
Truth Or Consequence City Golf Course,Truth or Consequences,NM,685 Marie St,87901-1658,61.84566985,OSM (Medium Reliability),-107.257252,33.141991
Tucumcari Municipal Golf Course,Tucumcari,NM,4465-C Route 66,88401,,No Match Found,-103.669682,35.171371
Twelve Shores Golf Club,Tucumcari,NM,7509 Eagle Dr,88401-8081,128.2590022,OSM (Medium Reliability),-103.519906,35.342653
White Sands Golf Club,White Sands M.R.,NM,Building 1330,88002,,No Match Found,-106.490849,32.383314
Mountain View Golf Course,Battle Mountain,NV,205 Fairway Dr,89820-2349,81.58064058,OSM (Medium Reliability),-116.967359,40.620847
Boulder Creek Golf Club,Boulder City,NV,1501 Veterans Memorial Dr,89005-1928,446.6696243,OSM (Medium Reliability),-114.859497,35.960795
Boulder City Municipal Golf Course,Boulder City,NV,1 Clubhouse Dr,89005-3624,167.6451225,OSM (Medium Reliability),-114.843827,35.958546
Cascata,Boulder City,NV,1 Cascata Drive,89005,279.9857577,OSM (Medium Reliability),-114.893318,35.970888
Eagle Valley Golf Course,Carson City,NV,3999 Centennial Park Dr,89706-1407,145.805667,OSM (Medium Reliability),-119.709664,39.196568
The Club At Clear Creek,Carson City,NV,199 Clear Creek Rd,89705,,No Match Found,-119.773178,39.116698
Silver Oak Golf Course,Carson City,NV,1251 Country Club Dr,89703-8372,165.4419098,OSM (Medium Reliability),-119.778333,39.191394
Sun Ridge Golf Course,Carson City,NV,1000 Long Dr,89705-6023,242.1589923,OSM (Medium Reliability),-119.769581,39.081895
Empire Ranch Golf Course,Carson City,NV,1875 Fair Way,89701-2952,214.984371,OSM (Medium Reliability),-119.715415,39.177078
PGA Village At Coyote Springs,Coyote Springs,NV,3100 SR 168,89037,450.1715855,OSM (Medium Reliability),-114.925767,36.797853
Dayton Valley Golf Club At Legado,Dayton,NV,101 Palmer Ct,89403-8537,321.0090989,OSM (Medium Reliability),-119.565711,39.241859
Ruby View Golf Course,Elko,NV,2100 Ruby View Dr,89801-2697,148.5359333,OSM (Medium Reliability),-115.761989,40.854452
White Pine County Golf Course,Ely,NV,151 Golf Course Dr,89301-6611,96.42185507,Tigris (High Reliability),-114.855414,39.266667
Burning Sands Golf Course,Empire,NV,Highway 447,89405,,No Match Found,-119.336352,40.573973
The Golf Course At Fallon,Fallon,NV,2655 Country Club Dr,89406-7473,56.08040902,OSM (Medium Reliability),-118.814338,39.48518
The Golf Club of Fernley,Fernley,NV,50 Desert Lakes Dr,89408-5674,12.83517326,OSM (Medium Reliability),-119.149795,39.584943
Carson Valley Golf Course,Gardnerville,NV,1027 Riverview Dr,89460-8906,161.1733429,OSM (Medium Reliability),-119.720705,38.912584
Genoa Lakes Golf Resort #1,Genoa,NV,1 Genoa Lakes Drive,89411,,No Match Found,-119.84613,39.007808
Genoa Lakes Golf Resort #2,Genoa,NV,2901 Jacks Valley Road,89411,356.4364495,OSM (Medium Reliability),-119.841279,39.01257
Whispering Pines Golf Course,Glenbrook,NV,1806 US Highway 50,89413-9701,,No Match Found,-119.940844,39.072425
Glenbrook Golf Course,Glenbrook,NV,Pray Meadow Road,89413,55.71482129,OSM (Medium Reliability),-119.938255,39.090859
Walker Lake Golf Course,Hawthorne,NV,Army Ammo. Plant,89415,,No Match Found,-118.624627,38.525255
WildHorse Golf Club,Henderson,NV,2100 W Warm Springs Rd,89014-5514,136.281418,OSM (Medium Reliability),-115.07828,36.056451
Anthem Country Club,Henderson,NV,1 Club Side Dr,89052-6663,413.6627822,OSM (Medium Reliability),-115.082238,35.966233
Dragon Ridge Golf & Country Club,Henderson,NV,552 S Stephanie St,89012-4855,202.7889529,OSM (Medium Reliability),-115.046334,36.009682
South Shore At Lake Las Vegas,Henderson,NV,100 Strada Di Circolo,89011-2606,226.1057842,OSM (Medium Reliability),-114.916175,36.10475
Rio Secco Golf Club,Henderson,NV,2851 Grand Hills Dr,89052-3085,4.982679978,OSM (Medium Reliability),-115.111807,35.976758
Revere Golf Club,Henderson,NV,2600 Hampton Rd,89052-7029,8.487782892,OSM (Medium Reliability),-115.101883,35.953713
The Legacy Golf Club,Henderson,NV,130 Par Excellence Dr,89074-4228,312.1467482,OSM (Medium Reliability),-115.083169,36.034248
Desert Willow Golf Course,Henderson,NV,2020 W Horizon Ridge Pkwy,89012-2519,71.80479349,OSM (Medium Reliability),-115.076297,36.004986
Black Mountain Golf & Country Club,Henderson,NV,500 Greenway Rd,89015-7464,,No Match Found,-114.97367,36.020246
Tuscany Golf Club,Henderson,NV,901 Olivia Pkwy,89015,177.4322344,OSM (Medium Reliability),-114.966824,36.075455
The Falls Golf Club,Henderson,NV,101 Via Vin Santo,89011-2805,18.46117869,OSM (Medium Reliability),-114.932193,36.087166
Reflection Bay Golf Club,Henderson,NV,75 Montelago Blvd,89011-3201,83.6268798,OSM (Medium Reliability),-114.926635,36.109639
Incline Village Championship Golf Course,Incline Village,NV,955 Fairway Blvd,89451-9006,165.3978498,OSM (Medium Reliability),-119.943177,39.254472
Incline Village Mountain Golf Course,Incline Village,NV,690 Wilson Way,89451-8809,35.80944309,OSM (Medium Reliability),-119.952553,39.268567
Jackpot Golf Club,Jackpot,NV,415 Ace Drive,89825,194.298384,OSM (Medium Reliability),-114.661849,41.98784
Angel Park Golf Club,Las Vegas,NV,100 S Rampart Blvd,89145-5718,134.4536565,OSM (Medium Reliability),-115.28682,36.173842
Badlands Golf Club,Las Vegas,NV,9119 Alta Dr,89145-8501,375.6489644,OSM (Medium Reliability),-115.294526,36.168
Bali Hai Golf Course,Las Vegas,NV,5160 Las Vegas Blvd S,89119-3232,129.8154285,OSM (Medium Reliability),-115.174661,36.083926
Bear's Best Las Vegas Golf Club,Las Vegas,NV,11111 W Flamingo Rd,11111,107.2076843,OSM (Medium Reliability),-115.335163,36.120164
Callaway Golf Center,Las Vegas,NV,6730 Las Vegas Blvd S,89119-3311,43.18728616,OSM (Medium Reliability),-115.172621,36.066695
Canyon Gate Country Club,Las Vegas,NV,2001 Canyon Gate Dr,89117-5846,196.2550019,OSM (Medium Reliability),-115.285214,36.14903
Desert Pines Golf Club,Las Vegas,NV,3415 E Bonanza Rd,89101-2420,101.201001,OSM (Medium Reliability),-115.099723,36.173378
Desert Rose Golf Course,Las Vegas,NV,5483 Club House Dr,89142-2519,143.4831793,OSM (Medium Reliability),-115.055258,36.143726
Durango Hills Golf Club,Las Vegas,NV,3501 N Durango Dr,89129-7277,78.2076989,OSM (Medium Reliability),-115.279131,36.223948
Eagle Crest Golf Club,Las Vegas,NV,2203 Thomas W Ryan Blvd,89134-5103,70.92733617,OSM (Medium Reliability),-115.331847,36.199072
Highland Falls Golf Club,Las Vegas,NV,10201 Sun City Blvd,10201,485.7504937,OSM (Medium Reliability),-115.318754,36.213988
Las Vegas Country Club,Las Vegas,NV,3000 Joe W Brown Dr,89109-1257,230.2759083,OSM (Medium Reliability),-115.148917,36.134967
Las Vegas Golf Club,Las Vegas,NV,4300 W Washington Ave,89107-2000,145.5971095,OSM (Medium Reliability),-115.198565,36.181102
Las Vegas National Golf Club,Las Vegas,NV,1911 E Desert Inn Rd,89109-3210,145.4645413,OSM (Medium Reliability),-115.125336,36.129769
Las Vegas Paiute Golf Resort,Las Vegas,NV,10325 Nu Wav Kaiv Blvd,10325,700.1928659,OSM (Medium Reliability),-115.323401,36.356696
Los Prados Golf Course,Las Vegas,NV,5150 Los Prados Cir,89130-2000,197.138104,OSM (Medium Reliability),-115.218216,36.253453
Painted Desert Golf Club,Las Vegas,NV,5555 Painted Mirage Rd,89149-6405,49.9641477,OSM (Medium Reliability),-115.257001,36.262064
Palm Valley Golf Course,Las Vegas,NV,9201 del Webb Blvd,89134-8599,400.0016646,OSM (Medium Reliability),-115.296446,36.21135
Red Rock Country Club Arroyo,Las Vegas,NV,2250A Red Springs Dr,89135-1515,37.89846779,OSM (Medium Reliability),-115.346526,36.148517
Red Rock Country Club Mountain,Las Vegas,NV,2250A Red Springs Dr,89135-1515,37.89846779,OSM (Medium Reliability),-115.346526,36.148517
Rhodes Ranch Golf Club,Las Vegas,NV,20 Rhodes Ranch Pkwy,89148-2700,187.2694043,OSM (Medium Reliability),-115.290159,36.042032
Royal Links Golf Club,Las Vegas,NV,5995 Vegas Valley Dr,89142-3408,143.4831793,OSM (Medium Reliability),-115.04472,36.137053
Siena Golf Club,Las Vegas,NV,10575 Siena Monte Ave,10575,294.6533666,OSM (Medium Reliability),-115.325682,36.10829
Silverstone Golf Club,Las Vegas,NV,8600 Cupp Dr,89131-1658,,No Match Found,-115.250389,36.317912
Southern Highlands Golf Club,Las Vegas,NV,1 Robert Trent Jones St,89141-6038,266.1064455,OSM (Medium Reliability),-115.183619,35.96762
Spanish Trail Golf & Country Club,Las Vegas,NV,5050 Spanish Trail Ln,89113-1319,65.443323,OSM (Medium Reliability),-115.255265,36.097421
Stallion Mountain Country Club,Las Vegas,NV,5500 E Flamingo Rd,89122-5425,213.9466931,OSM (Medium Reliability),-115.05562,36.115179
The Summit Club,Las Vegas,NV,10775 Summit Club Dr,10775,349.2804815,OSM (Medium Reliability),-115.327916,36.10552
The Wynn Golf Club,Las Vegas,NV,3131 Las Vegas Blvd S,89109-1967,132.1337401,OSM (Medium Reliability),-115.167817,36.127283
TPC at Summerlin,Las Vegas,NV,1700 Village Center Cir,89134-6302,295.5671683,OSM (Medium Reliability),-115.299904,36.189648
TPC at The Canyons,Las Vegas,NV,9851 Canyon Run Dr,89144-0801,190.2460414,OSM (Medium Reliability),-115.310241,36.176912
Mojave Resort Golf Club,Laughlin,NV,9905 Aha Macav Pkwy,89029-1527,178.5159137,OSM (Medium Reliability),-114.653055,35.018562
Conestoga Golf Club,Mesquite,NV,1499 Falcon Ridge Pkwy,89034-1229,477.6849961,OSM (Medium Reliability),-114.11568,36.836565
CasaBlanca Resort & Casino,Mesquite,NV,1100 West Hafen Lane,89027,96.85168744,Tigris (High Reliability),-114.104948,36.796401
Wolf Creek At Paradise Canyon,Mesquite,NV,403 Paradise Pkwy,89027-5402,47.43402765,Tigris (High Reliability),-114.0616,36.830467
Falcon Ridge Golf Course,Mesquite,NV,1024 Normandy Ln,89027-8882,5.82585545,Tigris (High Reliability),-114.089167,36.811137
The Oasis Golf Club,Mesquite,NV,100 Palmer Ln,89027-2900,35.44374055,Tigris (High Reliability),-114.069213,36.823157
Clear Creek Tahoe,Minden,NV,990 Ironwood Dr,89423,245.641492,OSM (Medium Reliability),-119.839552,39.106003
Sunrise Vista Golf Course,Nellis Afb,NV,2841 Kinley Dr,89191-7100,215.9641021,OSM (Medium Reliability),-115.052438,36.216963
Craig Ranch Golf Course,North Las Vegas,NV,628 W Craig Rd,89032-3207,,No Match Found,-115.150348,36.239558
North Las Vegas Par 3,North Las Vegas,NV,324 E Brooks Ave,89030-3921,19.33807206,OSM (Medium Reliability),-115.13549,36.2142
Aliante Golf Club,North Las Vegas,NV,3100 Elkhorn Rd,89084-2454,64.95950763,OSM (Medium Reliability),-115.182903,36.293529
Shadow Creek Golf Club,North Las Vegas,NV,3 Shadow Creek Dr,89081-2404,239.543745,OSM (Medium Reliability),-115.105569,36.257617
Willow Creek Golf Course,Pahrump,NV,1500 Red Butte St,89048-5697,,No Match Found,-116.005016,36.198812
Lakeview Executive Golf Course,Pahrump,NV,1471 E Mount Charleston Dr S,89048-2760,,No Match Found,-115.97123,36.186511
Mountain Falls Golf Course,Pahrump,NV,5001 Clubhouse Dr,89061-6921,301.6160337,OSM (Medium Reliability),-115.92341,36.148916
