course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude
Green Lakes Golf Course,Central NY State Park,Fayettville,NY,13078,Municipal,18 Holes,(315) 637-4653,-76.069682,42.991418
Peek'n'Peak Golf Course,1405 Old Rd,Findley Lake,NY,14736,Public,36 Holes,(716) 355-4141,-79.737195,42.119111
Hay Harbor Club,PO Box 50,Fishers Island,NY,06390-0050,Private,9 Holes,(631) 788-7514,-72.014225,41.257527
Fishers Island Club,PO Box F,Fishers Island,NY,06390-0605,Private,18 Holes,(631) 788-7223,-71.947675,41.279917
Fishkill Golf Course & Driving Range,387 Route 9,Fishkill,NY,12524-2963,Public,9 Holes,(845) 896-5220,-73.891401,41.515958
Towers Country Club,27286 Grand Central Pkwy,Floral Park,NY,27286,Semi Private,18 Holes,(718) 279-1848,-73.712783,40.759166
Flushing Meadows Pitch & Putt,100 Flushing Meadows Corona Park,Flushing,NY,11368,Municipal,18 Holes,(718) 271-8182,-73.84184,40.75183
Kissena Park Golf Course,16415 Booth Memorial Ave,Flushing,NY,16415,Municipal,18 Holes,(718) 939-4594,-73.80091,40.74227
Bear Creek Lodge Golf Course,Pit Fore Road,Forestport,NY,13338,Private,9 Holes,(315) 392-4574,-75.201231,43.440929
Tri County Country Club,540 Route 39,Forestville,NY,14062-9547,Public,18 Holes,(716) 965-9723,-79.103793,42.458132
Tee BirdNorth  Golf Club,30 Reservoir Rd,Fort Edward,NY,12828-2405,Public,27 Holes,(518) 792-7727,-73.61572,43.265271
Wedgewood Golf Club,69 East Rd,Fort Edward,NY,12828-3706,Public,9 Holes,(518) 747-0003,-73.56486,43.275253
Rolling Hills Country Club,Rt 5 West,Fort Johnson,NY,12070,Public,18 Holes,(518) 829-7423,-74.238483,42.962247
Pine Hills Golf Course,247 Jones Rd,Frankfort,NY,13340-4531,Public,18 Holes,(315) 733-5030,-75.133431,43.041339
Maple Crest Golf Course,1527 Cedarville Rd,Frankfort,NY,13340-3973,Public,9 Holes,(315) 894-3970,-75.101689,42.99409
Ouleout Golf Course,13501 State Highway 357,Franklin,NY,13501,Public,18 Holes,(607) 829-2100,-75.092815,42.390935
Ischua Valley Country Club,Route #16,Franklinville,NY,14737,Public,9 Holes,(716) 676-3630,-78.429351,42.33975
Hillview Golf Course,4717 Berry Rd,Fredonia,NY,14063-1501,Public,18 Holes,(716) 679-4571,-79.366367,42.435273
Thunderhart Golf Course,2740 Route 67,Freehold,NY,12431-5518,Public,18 Holes,(518) 634-7816,-74.006732,42.354083
Serenity Hill Golf Course,226 CR 31,Friendship,NY,14739-8681,Public,9 Holes,(585) 973-8882,-78.102869,42.19796
Battle Island State Park Golf Course,2150 State Route 48,Fulton,NY,13069-4132,Municipal,18 Holes,(315) 592-3361,-76.442463,43.363287
Emerald Crest Golf Course,3989 County RR 3,Fulton,NY,13069,Public,18 Holes,(315) 593-1016,-76.280443,43.359298
Galway Golf Course,5797 Jockey St,Galway,NY,12074-2337,Public,9 Holes,(518) 882-6395,-73.992154,43.051078
Airway Meadows Golf Course,262 Brownville Rd,Gansevoort,NY,12831-2150,Public,18 Holes,(518) 792-4144,-73.634709,43.179037
McGregor Links Country Club,359 Northern Pines Road,Gansevoort,NY,12831,Public,18 Holes,(518) 584-6664,-73.753451,43.132616
Garden City Country Club,206 Stewart Ave,Garden City,NY,11530-2599,Private,18 Holes,(516) 747-2929,-73.664869,40.72465
Cherry Valley Club,28 Rockaway Ave,Garden City,NY,11530-4315,Private,18 Holes,(516) 741-1980,-73.644298,40.717601
Garden City Golf Club,315 Stewart Ave,Garden City,NY,11530-2745,Private,18 Holes,(516) 746-8360,-73.643548,40.724878
Garrison Golf Club,2015 Route 9,Garrison,NY,10524-4031,Public,18 Holes,(845) 424-3604,-73.912464,41.384647
Highlands Country Club,955 Route 9D,Garrison,NY,10524-3314,Public,9 Holes,(845) 424-3727,-73.945173,41.37353
Livingston Country Club,Lakeville Rd,Geneseo,NY,14454,Public,18 Holes,(585) 243-4430,-77.786389,42.79816
Geneva Country Club,4147 W Lake Rd,Geneva,NY,14456-9753,Private,9 Holes,(315) 789-8786,-76.978848,42.836376
Seneca Lake Country Club,226 Turk Rd,Geneva,NY,14456-9785,Public,18 Holes,(315) 789-4681,-76.980619,42.822267
Big Oak Public Golf Course,33 Packwood Rd,Geneva,NY,14456-9313,Public,18 Holes,(315) 789-9419,-76.964962,42.906172
Meadowgreens Golf Course,1238 Route 9-H,Ghent,NY,12075,Public,9 Holes,(518) 828-0663,-73.710283,42.300824
Glen Cove Golf Course,109 Lattingtown Road,Glen Cove,NY,11542,Municipal,18 Holes,(516) 671-0033,-73.62475,40.88956
Nassau Country Club,30 Saint Andrews Ln,Glen Cove,NY,11542-2243,Private,18 Holes,(516) 676-0554,-73.617381,40.868704
Glen Head Country Club,240 Glen Cove Rd,Glen Head,NY,11545-2207,Private,18 Holes,(516) 676-4050,-73.617702,40.849513
Brookville Country Club,210 Chicken Valley Rd,Glen Head,NY,11545-2307,Private,18 Holes,(516) 671-5440,-73.59591,40.838989
Tam O'Shanter Golf Club Inc,74 Fruitledge Rd,Glen Head,NY,11545-3314,Private,18 Holes,(516) 626-1980,-73.554883,40.817833
North Shore Country Club,500 Shore Road,Glen Head,NY,11545,Semi Private,18 Holes,(516) 676-0500,-73.649193,40.833265
Cedar Brook Club Inc,30 Oak Ln,Glen Head,NY,11545-2107,Semi Private,18 Holes,(516) 759-8447,-73.600966,40.838234
Colonial Acres Golf Course,15 Saybrook Dr,Glenmont,NY,12077,Public,9 Holes,(518) 439-2089,-73.80925,42.605052
Sunnyside Par 3 Golf Course,168 Sunnyside Rd,Glens Falls,NY,12804-7761,Public,9 Holes,(518) 792-0148,-73.633003,43.374911
Pine Brook Golf Club,280 S Main St,Gloversville,NY,12078-4205,Semi Private,9 Holes,(518) 725-1621,-74.354327,43.041115
Kingsboro Golf Club,301 N Kingsboro Ave,Gloversville,NY,12078-1153,Public,9 Holes,(518) 773-4600,-74.337136,43.070018
Holland Meadows Golf Course,1503 State Highway 29,Gloversville,NY,12078-6757,Public,18 Holes,(518) 883-3318,-74.241367,43.048448
Gouverneur Country Club,90 Country Club Rd,Gouverneur,NY,13642-3311,Public,9 Holes,(315) 287-2130,-75.454249,44.30443
Emerald Green,1485 US Highway 11,Gouverneur,NY,13642-3407,Public,9 Holes,(315) 287-4497,-75.437316,44.356492
Beaver Island State Park Golf Course,2136 W Oakfield Rd,Grand Island,NY,14072-3008,Municipal,18 Holes,(716) 773-7143,-78.970281,42.968717
River Oaks Golf Club,201 Whitehaven Rd,Grand Island,NY,14072-1940,Semi Private,18 Holes,(716) 773-3337,-78.899411,43.022343
Fresh Meadow Country Club,255 Lakeville Rd,Great Neck,NY,11020-1645,Private,18 Holes,(516) 482-7300,-73.712385,40.774896
Lake Success Village Golf Course,318 Lakeville Rd,Great Neck,NY,11020-1638,Public,18 Holes,(516) 482-4012,-73.706441,40.765995
Timber Point Golf Course,150 Great River Road,Great River,NY,11739,Municipal,54 Holes,(631) 581-2401,-73.147057,40.718279
Genegantslet Golf Club,686 RR 12,Greene,NY,13778-2286,Public,18 Holes,(607) 656-8191,-75.811533,42.279125
Islands End Golf & Country Club Inc,Rte. 25,Greenport,NY,11944,Public,18 Holes,(631) 477-0777,-72.35167,41.11956
Rainbow Golf Club,3822 Route 26,Greenville,NY,12083,Public,18 Holes,(518) 966-5343,-74.003576,42.415022
Sunny Hill Golf Course,352 Sunny Hill Road,Greenville,NY,12083,Public,18 Holes,(518) 634-7698,-74.007529,42.369473
Windy Hills Golf Course,219 Windy Hill Rd,Greenwich,NY,12834-4605,Public,18 Holes,(518) 695-4902,-73.541175,43.111479
Battenkill Country Club,RR 29,Greenwich,NY,12834,Public,9 Holes,(518) 692-9179,-73.519335,43.103714
Stonehedges Country Club,549 Stevens Rd,Groton,NY,13073,Public,18 Holes,(607) 898-3754,-76.332356,42.563353
Western Turnpike Golf Course,Route #20,Guilderland,NY,12084,Municipal,36 Holes,(518) 456-0786,-73.899159,42.699609
Pinehaven Country Club,1151 Siver Rd,Guilderland,NY,12084-3813,Semi Private,18 Holes,(518) 456-7111,-73.91037,42.713443
Hiawatha Trails Exec. Course,State Farm Road Route 155,Guilderland,NY,12084,Public,18 Holes,(518) 456-9512,-73.885554,42.700045
Bend Of The River Golf Course,5 Park Ave,Hadley,NY,12835,Public,9 Holes,(518) 696-3415,-73.832591,43.303717
Hamburg Town Golf Course,6374 Boston State Rd,Hamburg,NY,14075-6602,Municipal,18 Holes,(716) 648-4410,-78.813494,42.714401
Wanakah Country Club,S5161 Lake Shore Rd,Hamburg,NY,14075-5722,Semi Private,18 Holes,(716) 627-3472,-78.905079,42.746252
Brierwood Country Club,5324 Rogers Rd,Hamburg,NY,14075-3528,Semi Private,18 Holes,(716) 648-7034,-78.875874,42.741719
South Shore Country Club,5076 Southwestern Blvd,Hamburg,NY,14075-3502,Public,18 Holes,(716) 649-6674,-78.85592,42.749232
Seven Oaks Golf Club,13 Oak Dr,Hamilton,NY,13346-1338,Public,18 Holes,(315) 824-1432,-75.536245,42.821215
Ozzies Corner Golf Course,1147 Moscow Rd,Hamlin,NY,14464-9713,Public,18 Holes,(585) 964-5440,-77.950438,43.350444
Hancock Golf Course,522 Golf Course Drive,Hancock,NY,13783,Public,9 Holes,(607) 637-2480,-75.289452,41.959592
French Woods Golf & Country Club,17440 S Highway 97 East Newman Road,Hancock,NY,17440,Public,18 Holes,(607) 637-1800,-75.183476,41.922153
Belden Hill Golf Course,1820 Route 7,Harpursville,NY,13787,Public,18 Holes,(607) 693-3257,-75.702605,42.196718
Willow Ridge Country Club,123 North St,Harrison,NY,10528-1524,Private,18 Holes,(914) 967-6161,-73.706235,40.984342
Pole Valley Players Club,3737 Route 196,Hartford,NY,12838,Public,18 Holes,(518) 632-9632,-73.431443,43.347619
Scarsdale Golf Club,1 Club Way,Hartsdale,NY,10530,Private,18 Holes,(914) 723-2840,-73.797822,41.010776
St Andrews Country Club,10 Old Jackson Ave,Hastings On Hudson,NY,10706-3203,Private,18 Holes,(914) 478-3500,-73.847721,40.988915
Hamlet Wind Watch Golf Course,1715 Vanderbilt Motor Pkwy,Hauppauge,NY,11788-5217,Public,18 Holes,(631) 232-9850,-73.17254,40.8132
Hempstead Golf Club,60 Front St,Hempstead,NY,11550-3616,Semi Private,18 Holes,(516) 486-7800,-73.634886,40.703476
Executive South Family Golf Center,3850 E Henrietta Rd,Henrietta,NY,14467-9155,Public,9 Holes,(585) 334-1300,-77.619762,43.045431
Holland Heights Golf Course,1228 Steuben Hill Rd,Herkimer,NY,13350-4904,Public,9 Holes,(315) 866-8716,-75.007735,43.050273
Seawane Club,1 Club Dr,Hewlett,NY,11557-2601,Private,18 Holes,(516) 374-1110,-73.687879,40.633614
Cantiague Park Golf Course,1 W John St,Hicksville,NY,11801-1001,Municipal,9 Holes,(516) 571-7061,-73.54531,40.76588
Stone Dock Golf Course,12 Stone Dock Rd,High Falls,NY,12440-5512,Public,9 Holes,(845) 687-7107,-74.150747,41.816826
Apple Greens Golf Course,161 South St,Highland,NY,12528-2440,Public,54 Holes,(845) 883-5500,-74.048118,41.718571
Holbrook Country Club Golf Course,700 Patchogue Holbrook Rd,Holbrook,NY,11741-1638,Municipal,18 Holes,(631) 467-3417,-73.065718,40.798291
Hickory Ridge Golf & Country Club,15816 Lynch Rd,Holley,NY,15816,Public,18 Holes,(888) 346-5458,-78.095837,43.234742
Hoosick Falls Country Club,1 Richmond Ave,Hoosick Falls,NY,12090,Public,9 Holes,(518) 686-1967,-73.350164,42.895441
Trump National Golf Club Hudson Valley,178 Stormville Rd,Hopewell Junction,NY,12533-6336,Semi Private,18 Holes,(845) 223-1600,-73.75818,41.572117
Dogwood Knolls Golf Course,RR 376,Hopewell Junction,NY,12533,Public,9 Holes,(845) 226-7317,-73.820088,41.597667
Beekman Country Club LLC,11 Country Club Rd,Hopewell Junction,NY,12533-6215,Public,27 Holes,(845) 226-7700,-73.776385,41.59363
Hornell Country Club,473 Seneca Rd,Hornell,NY,14843-1037,Public,9 Holes,(607) 324-1735,-77.659926,42.352759
Twin Hickory Golf Club Inc,1799 County Route 109,Hornell,NY,14843-9418,Public,18 Holes,(607) 324-1441,-77.632793,42.317511
Soaring Eagles Golf Course/Mark Twain State Park,201 Middle Rd,Horseheads,NY,14845-9334,Municipal,18 Holes,(607) 739-0551,-76.824424,42.206033
Kingswood Golf Club,111 County Route 41,Hudson Falls,NY,12839-9659,Public,18 Holes,(518) 747-8888,-73.554988,43.313542
Hulett's Golf Course,1 Margot Lane,Huletts Landing,NY,12841,Public,9 Holes,(518) 499-1234,-73.510269,43.64124
Huntington Country Club,Route 25A West,Huntington,NY,11743,Private,18 Holes,(631) 427-0876,-73.44425,40.877347
Huntington Crescent Club,15 Washington Drive,Huntington,NY,11743-3000,Private,18 Holes,(631) 427-3400,-73.387529,40.886044
Doty's Golf Course,1804 Barringer Rd,Ilion,NY,13357-4316,Public,9 Holes,(315) 894-2860,-75.056746,43.004816
Wakely Lodge Golf Course,110 Cedar River Rd,Indian Lake,NY,12842-1711,Public,9 Holes,(518) 648-5011,-74.348894,43.78847
Cedar River Golf Course,180 W Main St,Indian Lake,NY,12842-1504,Public,9 Holes,(518) 648-5906,-74.301467,43.782661
Inlet Golf Club,300 State Route 28,Inlet,NY,13360,Public,18 Holes,(315) 357-3503,-74.778496,43.742514
Inwood Country Club,50 Peppe Dr,Inwood,NY,11096-1112,Private,18 Holes,(516) 239-2800,-73.754461,40.618466
Rose Brook Golf Course,12486 Bebee Road,Irving,NY,12486,Public,18 Holes,(716) 934-2825,-79.118009,42.55075
Newman Municipal Golf Course,10 Pier Road,Ithaca,NY,14850,Municipal,9 Holes,(607) 273-6262,-76.509279,42.45238
Country Club of Ithaca,189 Pleasant Grove Rd,Ithaca,NY,14850-2601,Private,18 Holes,(607) 257-1808,-76.477455,42.466862
Robert Trent Jones Golf Course At Cornell Universi,Warren Road,Ithaca,NY,14850,Semi Private,18 Holes,(607) 254-6531,-76.468222,42.452545
Hillendale Golf Course,218 Applegate Rd N,Ithaca,NY,14850-9271,Public,18 Holes,(607) 273-2363,-76.612424,42.466797
Moon Brook Country Club,2879 N Main Street Ext,Jamestown,NY,14701-9685,Private,18 Holes,(716) 484-1720,-79.241129,42.122706
South Hills Country Club,3108 Busti Stillwater Rd,Jamestown,NY,14701-9519,Public,18 Holes,(716) 487-1471,-79.260018,42.039331
Lafayette Hills Golf & Country Club,4480 Lafayette Rd,Jamesville,NY,13078-9761,Semi Private,18 Holes,(315) 469-3296,-76.129165,42.986985
Butternut Creek Golf Course,5050 Jamesville Rd,Jamesville,NY,13078,Public,9 Holes,(315) 251-1100,-76.074687,43.015573
Meadow Brook Club,Cedar Swamp Road,Jericho,NY,11753,Private,18 Holes,(516) 822-3354,-73.541451,40.796152
Traditions At the Glen,4101 Watson Blvd,Johnson City,NY,13790-1028,Public,18 Holes,(607) 797-9461,-75.993533,42.11841
Green Ridge Golf Course,204 Gregory Road,Johnson,NY,10933,Public,18 Holes,(845) 355-1317,-74.506444,41.366905
Fox Run Golf Course,129 Fox Run Dr,Johnstown,NY,12095-3767,Public,18 Holes,(518) 762-3717,-74.317128,42.9977
Hales Mills Country Club,146 Steele Rd,Johnstown,NY,12095-3796,Public,18 Holes,(518) 736-4622,-74.313977,43.021287
Ausable Club,137 Ausable Rd,Keene Valley,NY,12943-1722,Private,9 Holes,(518) 576-4411,-73.779308,44.151128
Hudson Valley Resort,400 Granit Road,Kerhonkson,NY,12446-3552,Public,18 Holes,(888) 684-7264,-74.261266,41.766513
Concord Resort and Golf Club,219 Concord Rd,Kiamesha Lake,NY,12751-5203,Public,36 Holes,(888) 448-9686,-74.653527,41.678306
Olde Kinderhook Golf Club,202 County Route 32,Kinderhook,NY,12106,Semi Private,18 Holes,(518) 766-6542,-73.669471,42.475237
King Ferry Golf Club,1309 Clearview Rd,King Ferry,NY,13081,Public,9 Holes,(315) 364-7343,-76.650557,42.66204
Sunken Meadow State Park Golf Course,Route 25A,Kings Park,NY,11754,Municipal,54 Holes,(631) 269-5351,-73.27669,40.9145
Wiltwyck Golf Club,404 Steward Ln,Kingston,NY,12401-8257,Private,18 Holes,(845) 331-7878,-74.041467,41.917091
Twaalfskill Club,282 W Oreilly St,Kingston,NY,12401-5705,Private,9 Holes,(845) 331-6266,-74.004178,41.918967
Green Acres Golf Club,end of Harwich Street,Kingston,NY,12401,Public,9 Holes,(845) 331-2283,-73.996506,41.926718
Alapaha Golf Links,180 Sawkill Rd,Kingston,NY,12401-1208,Public,9 Holes,(845) 331-2334,-74.019356,41.950561
Poolsbrook Golf Course,6241 Poolsbrook Rd,Kirkville,NY,13082-9508,Public,18 Holes,(315) 687-3096,-75.929132,43.072661
Old Oak Golf Course,6113 Town Isle Rd,Kirkville,NY,13082-9310,Public,18 Holes,(315) 656-3522,-75.979848,43.064735
River Run II Golf Links,16 Fairway Dr,Kirkwood,NY,13795-1017,Public,9 Holes,(607) 775-9280,-75.821133,42.087613
Orchard Vali Golf Course,4693 Cherry Valley Turnpike,Lafayette,NY,13084,Public,18 Holes,(315) 677-3303,-76.109356,42.89289
The Links At Union Vale,153 N Parliman Rd,Lagrangeville,NY,12540-6218,Public,18 Holes,(845) 223-1000,-73.727749,41.677111
Top Of The World Golf Course,441 Lockhart Mountain Rd,Lake George,NY,12845-4950,Public,18 Holes,(518) 668-3000,-73.667877,43.437688
Queensbury Country Club,907 State Route 149,Lake George,NY,12845-3527,Public,18 Holes,(518) 793-3711,-73.630868,43.396936
Craig Wood Golf Course,Cascade Road  Route 73,Lake Placid,NY,12946,Municipal,18 Holes,(877) 999-9437,-73.982208,44.27776
Whiteface Club,Whiteface Inn Road,Lake Placid,NY,12946,Public,18 Holes,(800) 422-6757,-74.009499,44.307867
Lake Placid Resort Golf Club,88 Morningside Dr,Lake Placid,NY,12946-3344,Public,54 Holes,(518) 523-2556,-73.978388,44.281828
Hamilton Lake Conference Center,Hamilton Lake Rd,Lake Pleasant,NY,12108,Semi Private,9 Holes,(518) 548-6171,-74.380726,43.440882
Lake Pleasant Golf Course,RR 8,Lake Pleasant,NY,12108,Public,9 Holes,(518) 548-7071,-74.380967,43.485114
Maplehurst Country Club,1508 Big Tree Rd,Lakewood,NY,14750-9792,Public,18 Holes,(716) 763-1225,-79.345306,42.06716
Sunset Valley Golf,724 Hunt Rd,Lakewood,NY,14750-9640,Public,18 Holes,(716) 664-7508,-79.299656,42.089676
Lancaster Country Club,6061 Broadway St,Lancaster,NY,14086-9528,Private,18 Holes,(716) 683-1854,-78.618683,42.892696
Fox Valley Club,6161 Genesee St,Lancaster,NY,14086-9722,Semi Private,18 Holes,(716) 683-6241,-78.605304,42.945882
Buffalo Tournament Club,6432 Genesee St,Lancaster,NY,14086-9303,Public,18 Holes,(716) 681-4653,-78.581679,42.947019
Cedarview,125 Cedarview Rd,Lansing,NY,14882-8706,Public,9 Holes,(315) 364-7598,-76.633526,42.624122
Bonnie Briar Country Club,808 Weaver St,Larchmont,NY,10538-1024,Private,18 Holes,(914) 834-1627,-73.771521,40.955154
Mill Road Acres Golf Course,30 Mill Rd,Latham,NY,12110-1184,Public,18 Holes,(518) 785-4653,-73.792195,42.764814
Laurel Links Country Club,6400 Main Rd,Laurel,NY,11948-1348,Private,18 Holes,(631) 298-4300,-72.553689,40.9748
Edgewood Golf Course,216 Crow Hill Rd,Laurens,NY,13796-2105,Public,9 Holes,(607) 432-2713,-75.126473,42.561856
Colonial Ridge Golf Course,195 Bateman Rd,Laurens,NY,13796-1185,Public,18 Holes,(607) 263-5291,-75.16427,42.55739
Lawrence Village Country Club,101 Causeway,Lawrence,NY,11559-1900,Municipal,18 Holes,(516) 239-1685,-73.728217,40.608936
Rockaway Hunting Club,615 Ocean Ave,Lawrence,NY,11559-2814,Private,18 Holes,(516) 569-0600,-73.713106,40.614428
Le Roy Country Club,7759 E Main Rd,Le Roy,NY,14482-9701,Public,18 Holes,(585) 768-7330,-77.967905,42.980701
Niagara Falls Country Club,505 Mountain View Dr,Lewiston,NY,14092-1907,Private,18 Holes,(716) 285-1331,-79.036835,43.162374
Sullivan County Golf & Country Club,2514 Route 52,Liberty,NY,12754-2705,Public,9 Holes,(845) 292-9584,-74.763017,41.800024
Grossinger Country Club,127 Grossinger Rd,Liberty,NY,12754-2828,Public,27 Holes,(845) 292-9000,-74.728554,41.787751
Lido Beach Golf Course,255 Lido Blvd,Lido Beach,NY,11561-5092,Public,18 Holes,(516) 889-8181,-73.627872,40.588485
Lima Golf & Country Club,7470 Chase Rd,Lima,NY,14485-9403,Public,36 Holes,(888) 530-1491,-77.600172,42.876691
Anglebrook Golf Club,100 Route 202,Lincolndale,NY,10540,Semi Private,18 Holes,(914) 245-5588,-73.725061,41.317311
FireFox Golf Course and RV Park,3330 Rabbit Path Rd,Lisle,NY,13797-2113,Public,18 Holes,(607) 692-4093,-76.014609,42.28416
Little Falls Municipal Golf Course,896 E Monroe St,Little Falls,NY,13365,Municipal,9 Holes,(315) 823-4442,-74.855556,43.062594
Mohawk Valley Country Club,6069 State Route 5,Little Falls,NY,13365-5502,Public,18 Holes,(315) 823-0330,-74.914371,43.023278
Douglaston Park Golf Course,6320 Marathon Pkwy,Little Neck,NY,11362-2300,Municipal,18 Holes,(718) 224-6566,-73.728765,40.75466
Liverpool Golf & Country Club,7209 Morgan Rd,Liverpool,NY,13090-4534,Public,18 Holes,(315) 457-7170,-76.205291,43.118972
Old Hickory Golf Club,6653 Big Tree Rd,Livonia,NY,14487-9318,Public,18 Holes,(585) 346-2450,-77.651551,42.814883
Lochmor Municipal Golf Course,County Road #104,Loch Sheldrake,NY,12759,Municipal,18 Holes,(845) 434-1257,-74.658416,41.768876
Fillmore Golf Club,1505 Tollgate Rd,Locke,NY,13092-3199,Public,18 Holes,(315) 497-3145,-76.412713,42.693815
Niagara County Golf Course,314 Davison Rd,Lockport,NY,14094-4702,Municipal,18 Holes,(716) 439-7954,-78.664619,43.169509
Lockport Town and Country Club,717 East Ave,Lockport,NY,14094-3328,Private,18 Holes,(716) 433-4581,-78.664262,43.179192
Oak Run Golf Club,4185 Lake Ave,Lockport,NY,14094-1178,Public,18 Holes,(716) 434-8851,-78.677213,43.208808
Willowbrook Golf Course,4200 Lake Ave,Lockport,NY,14094-1163,Public,45 Holes,(716) 434-0111,-78.677088,43.207862
Gothic Hill Golf Course,5477 Niagara St,Lockport,NY,14094-1801,Public,9 Holes,(716) 438-5477,-78.740753,43.181924
The Creek Club,1 Horse Hollow Rd,Locust Valley,NY,11560-1105,Private,18 Holes,(516) 671-1001,-73.598779,40.885449
Piping Rock Club,150 Piping Rock Rd,Locust Valley,NY,11560-2507,Private,18 Holes,(516) 676-2332,-73.59132,40.858703
