Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Median Value,Median Household Income (In 2022 Inflation Adjusted Dollars),Total Population,Housing Units,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Median Gross Rent,Occupied Housing Units,Occupied Housing Units: Built 2020 or Later,Occupied Housing Units: Built 2010 to 2019,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Year Structure Built,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Vacant Housing Units:,Vacant Housing Units: For Rent,Vacant Housing Units: For Sale Only,Vacant Housing Units: Other Vacant
ACSSF,HI,150,0,15,3,8417,1,1500000US150030084171,"Block Group 1, Census Tract 84.17, Honolulu County, Hawaii",,,1.50E+11,91994,0,15,"Block Group 1, Census Tract 84.17, Honolulu County, Hawaii",439000,96141,1304,619,0.035519082,0.035519082,0,2076,575,0,0,0,357,152,66,0,0,0,0,1992,575,329,246,44,0,29,15
ACSSF,HI,150,0,15,3,8417,2,1500000US150030084172,"Block Group 2, Census Tract 84.17, Honolulu County, Hawaii",,,1.50E+11,210161,0,15,"Block Group 2, Census Tract 84.17, Honolulu County, Hawaii",578400,84397,2005,615,0.081143618,0.081143618,0,1925,615,0,0,16,123,421,41,0,0,0,14,1986,615,418,197,0,0,0,0
ACSSF,HI,150,0,15,3,8417,3,1500000US150030084173,"Block Group 3, Census Tract 84.17, Honolulu County, Hawaii",,,1.50E+11,100481,0,15,"Block Group 3, Census Tract 84.17, Honolulu County, Hawaii",606400,128186,634,252,0.038795933,0.038795933,0,,252,0,0,13,206,0,33,0,0,0,0,1995,252,216,36,0,0,0,0
ACSSF,HI,150,0,15,3,8418,1,1500000US150030084181,"Block Group 1, Census Tract 84.18, Honolulu County, Hawaii",,,1.50E+11,466931,0,15,"Block Group 1, Census Tract 84.18, Honolulu County, Hawaii",646800,109352,2555,692,0.18028307,0.18028307,0,1879,692,0,35,0,11,55,92,285,84,73,57,1965,692,461,231,0,0,0,0
ACSSF,HI,150,0,15,3,8418,2,1500000US150030084182,"Block Group 2, Census Tract 84.18, Honolulu County, Hawaii",,,1.50E+11,232959,174175,15,"Block Group 2, Census Tract 84.18, Honolulu County, Hawaii",809000,151053,1989,384,0.15719533,0.089945979,0.067249343,2895,384,0,0,0,21,70,42,116,58,20,57,1965,384,325,59,0,0,0,0
ACSSF,HI,150,0,15,3,8418,3,1500000US150030084183,"Block Group 3, Census Tract 84.18, Honolulu County, Hawaii",,,1.50E+11,375707,239578,15,"Block Group 3, Census Tract 84.18, Honolulu County, Hawaii",825700,118750,934,385,0.23756288,0.145061284,0.092501588,2653,286,0,0,11,72,10,19,34,106,34,0,1963,286,179,107,99,37,0,62
ACSSF,HI,150,0,15,3,8502,1,1500000US150030085021,"Block Group 1, Census Tract 85.02, Honolulu County, Hawaii",,,1.50E+11,19774809,1720917,15,"Block Group 1, Census Tract 85.02, Honolulu County, Hawaii",,82188,2971,899,8.299546242,7.63509655,0.664449811,2891,806,0,110,27,168,69,188,93,100,39,12,1978,806,0,806,93,44,0,49
ACSSF,HI,150,0,15,3,8609,1,1500000US150030086091,"Block Group 1, Census Tract 86.09, Honolulu County, Hawaii",,,1.50E+11,2744929,0,15,"Block Group 1, Census Tract 86.09, Honolulu County, Hawaii",694200,93988,1884,882,1.059823036,1.059823036,0,2538,701,0,32,167,183,17,248,54,0,0,0,1994,701,434,267,181,20,0,161
ACSSF,HI,150,0,15,3,8610,1,1500000US150030086101,"Block Group 1, Census Tract 86.10, Honolulu County, Hawaii",,,1.50E+11,2131293,2036795,15,"Block Group 1, Census Tract 86.10, Honolulu County, Hawaii",881700,116875,987,1082,1.609307885,0.822896838,0.786410987,3501,467,0,28,397,25,17,0,0,0,0,0,,467,326,141,615,59,15,541
ACSSF,HI,150,0,15,3,8611,1,1500000US150030086111,"Block Group 1, Census Tract 86.11, Honolulu County, Hawaii",,,1.50E+11,13107328,1573461,15,"Block Group 1, Census Tract 86.11, Honolulu County, Hawaii",,,25,4,5.668284416,5.060767651,0.607516706,,4,0,0,0,4,0,0,0,0,0,0,,4,4,0,0,0,0,0
ACSSF,HI,150,0,15,3,8623,1,1500000US150030086231,"Block Group 1, Census Tract 86.23, Honolulu County, Hawaii",,,1.50E+11,426137,0,15,"Block Group 1, Census Tract 86.23, Honolulu County, Hawaii",990000,180000,2172,524,0.164532423,0.164532423,0,,524,0,45,414,53,12,0,0,0,0,0,2005,524,502,22,0,0,0,0
ACSSF,HI,150,0,15,3,8623,2,1500000US150030086232,"Block Group 2, Census Tract 86.23, Honolulu County, Hawaii",,,1.50E+11,1300912,0,15,"Block Group 2, Census Tract 86.23, Honolulu County, Hawaii",850800,82667,976,284,0.502284944,0.502284944,0,2539,284,0,0,0,284,0,0,0,0,0,0,,284,215,69,0,0,0,0
ACSSF,HI,150,0,15,3,8623,3,1500000US150030086233,"Block Group 3, Census Tract 86.23, Honolulu County, Hawaii",,,1.50E+11,421915,0,15,"Block Group 3, Census Tract 86.23, Honolulu County, Hawaii",599600,148098,2173,587,0.162902296,0.162902296,0,,573,56,346,171,0,0,0,0,0,0,0,2013,573,573,0,14,0,0,14
ACSSF,HI,150,0,15,3,8623,4,1500000US150030086234,"Block Group 4, Census Tract 86.23, Honolulu County, Hawaii",,,1.50E+11,3015940,0,15,"Block Group 4, Census Tract 86.23, Honolulu County, Hawaii",,,15,0,1.164461017,1.164461017,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ACSSF,HI,150,0,15,3,8624,1,1500000US150030086241,"Block Group 1, Census Tract 86.24, Honolulu County, Hawaii",,,1.50E+11,405886,0,15,"Block Group 1, Census Tract 86.24, Honolulu County, Hawaii",729500,142292,1820,455,0.156713471,0.156713471,0,2359,455,0,0,6,404,31,0,0,0,0,14,1995,455,359,96,0,0,0,0
ACSSF,HI,150,0,15,3,8624,2,1500000US150030086242,"Block Group 2, Census Tract 86.24, Honolulu County, Hawaii",,,1.50E+11,523788,0,15,"Block Group 2, Census Tract 86.24, Honolulu County, Hawaii",866600,152813,1742,334,0.202235684,0.202235684,0,3122,334,0,0,0,257,72,5,0,0,0,0,1994,334,225,109,0,0,0,0
ACSSF,HI,150,0,15,3,8625,1,1500000US150030086251,"Block Group 1, Census Tract 86.25, Honolulu County, Hawaii",,,1.50E+11,175349,0,15,"Block Group 1, Census Tract 86.25, Honolulu County, Hawaii",646800,,1225,292,0.067702629,0.067702629,0,269,292,0,0,0,100,176,16,0,0,0,0,1987,292,230,62,0,0,0,0
ACSSF,HI,150,0,15,3,8625,2,1500000US150030086252,"Block Group 2, Census Tract 86.25, Honolulu County, Hawaii",,,1.50E+11,547194,0,15,"Block Group 2, Census Tract 86.25, Honolulu County, Hawaii",789800,71111,2220,702,0.211272791,0.211272791,0,1099,658,0,91,124,120,206,0,10,101,0,6,1992,658,352,306,44,44,0,0
ACSSF,HI,150,0,15,3,8626,1,1500000US150030086261,"Block Group 1, Census Tract 86.26, Honolulu County, Hawaii",,,1.50E+11,1226524,0,15,"Block Group 1, Census Tract 86.26, Honolulu County, Hawaii",775000,,1462,495,0.473563582,0.473563582,0,1200,495,0,245,189,22,0,0,0,0,0,39,2010,495,252,243,0,0,0,0
ACSSF,HI,150,0,15,3,8626,2,1500000US150030086262,"Block Group 2, Census Tract 86.26, Honolulu County, Hawaii",,,1.50E+11,1160864,0,15,"Block Group 2, Census Tract 86.26, Honolulu County, Hawaii",828100,112941,1792,505,0.448212117,0.448212117,0,1088,460,0,68,27,206,18,0,18,0,58,65,1994,460,314,146,45,0,0,45
ACSSF,HI,150,0,15,3,8627,1,1500000US150030086271,"Block Group 1, Census Tract 86.27, Honolulu County, Hawaii",,,1.50E+11,60108855,10282,15,"Block Group 1, Census Tract 86.27, Honolulu County, Hawaii",,77159,1477,311,23.21212959,23.2081604,0.003969903,3203,311,0,117,103,0,0,46,45,0,0,0,2006,311,13,298,0,0,0,0
ACSSF,HI,150,0,15,3,8627,2,1500000US150030086272,"Block Group 2, Census Tract 86.27, Honolulu County, Hawaii",,,1.50E+11,3487210,0,15,"Block Group 2, Census Tract 86.27, Honolulu County, Hawaii",960800,181250,1836,532,1.346419334,1.346419334,0,3501,517,0,72,434,11,0,0,0,0,0,0,2006,517,403,114,15,0,0,15
ACSSF,HI,150,0,15,3,8627,3,1500000US150030086273,"Block Group 3, Census Tract 86.27, Honolulu County, Hawaii",,,1.50E+11,474011,0,15,"Block Group 3, Census Tract 86.27, Honolulu County, Hawaii",982600,177000,857,319,0.183016673,0.183016673,0,,270,0,0,62,48,118,42,0,0,0,0,1990,270,218,52,49,49,0,0
ACSSF,HI,150,0,15,3,8627,4,1500000US150030086274,"Block Group 4, Census Tract 86.27, Honolulu County, Hawaii",,,1.50E+11,1739672,0,15,"Block Group 4, Census Tract 86.27, Honolulu County, Hawaii",729900,77464,2437,674,0.67169112,0.67169112,0,1739,657,15,539,0,0,103,0,0,0,0,0,2014,657,127,530,17,0,0,17
ACSSF,HI,150,0,15,3,8627,5,1500000US150030086275,"Block Group 5, Census Tract 86.27, Honolulu County, Hawaii",,,1.50E+11,7705184,0,15,"Block Group 5, Census Tract 86.27, Honolulu County, Hawaii",769900,110405,2589,708,2.974988222,2.974988222,0,,708,93,444,0,41,34,63,16,17,0,0,2014,708,530,178,0,0,0,0
ACSSF,HI,150,0,15,3,8628,1,1500000US150030086281,"Block Group 1, Census Tract 86.28, Honolulu County, Hawaii",,,1.50E+11,338526,0,15,"Block Group 1, Census Tract 86.28, Honolulu County, Hawaii",755400,126798,2378,607,0.130705625,0.130705625,0,,578,0,71,0,463,44,0,0,0,0,0,1995,578,578,0,29,0,0,29
ACSSF,HI,150,0,15,3,8628,2,1500000US150030086282,"Block Group 2, Census Tract 86.28, Honolulu County, Hawaii",,,1.50E+11,304394,0,15,"Block Group 2, Census Tract 86.28, Honolulu County, Hawaii",899800,120583,1404,532,0.117527187,0.117527187,0,1728,483,0,12,31,342,83,0,15,0,0,0,1994,483,345,138,49,0,0,49
ACSSF,HI,150,0,15,3,8629,1,1500000US150030086291,"Block Group 1, Census Tract 86.29, Honolulu County, Hawaii",,,1.50E+11,265563,0,15,"Block Group 1, Census Tract 86.29, Honolulu County, Hawaii",698900,97813,2006,785,0.102534451,0.102534451,0,,690,0,140,22,500,28,0,0,0,0,0,1996,690,496,194,95,0,39,56
ACSSF,HI,150,0,15,3,8630,1,1500000US150030086301,"Block Group 1, Census Tract 86.30, Honolulu County, Hawaii",,,1.50E+11,376229,0,15,"Block Group 1, Census Tract 86.30, Honolulu County, Hawaii",566500,79392,2194,534,0.145262837,0.145262837,0,1852,534,0,17,44,8,240,203,22,0,0,0,1982,534,389,145,0,0,0,0
ACSSF,HI,150,0,15,3,8630,2,1500000US150030086302,"Block Group 2, Census Tract 86.30, Honolulu County, Hawaii",,,1.50E+11,351759,0,15,"Block Group 2, Census Tract 86.30, Honolulu County, Hawaii",800400,133846,1506,397,0.13581492,0.13581492,0,3183,372,0,0,52,25,174,87,0,34,0,0,1984,372,284,88,25,0,0,25
ACSSF,HI,150,0,15,3,8631,1,1500000US150030086311,"Block Group 1, Census Tract 86.31, Honolulu County, Hawaii",,,1.50E+11,488736,0,15,"Block Group 1, Census Tract 86.31, Honolulu County, Hawaii",497300,104444,1545,492,0.188702032,0.188702032,0,2267,492,0,0,49,368,67,8,0,0,0,0,1995,492,324,168,0,0,0,0
ACSSF,HI,150,0,15,3,8631,2,1500000US150030086312,"Block Group 2, Census Tract 86.31, Honolulu County, Hawaii",,,1.50E+11,3840901,0,15,"Block Group 2, Census Tract 86.31, Honolulu County, Hawaii",867600,129900,1443,686,1.482980251,1.482980251,0,2337,686,0,0,403,223,6,54,0,0,0,0,2001,686,554,132,0,0,0,0
ACSSF,HI,150,0,15,3,8632,1,1500000US150030086321,"Block Group 1, Census Tract 86.32, Honolulu County, Hawaii",,,1.50E+11,440940,0,15,"Block Group 1, Census Tract 86.32, Honolulu County, Hawaii",623500,111597,523,185,0.170247898,0.170247898,0,,165,0,0,0,23,8,62,72,0,0,0,1973,165,165,0,20,20,0,0
ACSSF,HI,150,0,15,3,8632,2,1500000US150030086322,"Block Group 2, Census Tract 86.32, Honolulu County, Hawaii",,,1.50E+11,531669,0,15,"Block Group 2, Census Tract 86.32, Honolulu County, Hawaii",778400,111435,2637,743,0.205278561,0.205278561,0,3501,735,0,0,7,46,41,102,470,51,0,18,1966,735,665,70,8,0,0,8
ACSSF,HI,150,0,15,3,8632,3,1500000US150030086323,"Block Group 3, Census Tract 86.32, Honolulu County, Hawaii",,,1.50E+11,283292,0,15,"Block Group 3, Census Tract 86.32, Honolulu County, Hawaii",614200,108125,1066,256,0.109379657,0.109379657,0,2813,244,0,0,0,16,18,152,43,15,0,0,1974,244,205,39,12,0,0,12
ACSSF,HI,150,0,15,3,8632,4,1500000US150030086324,"Block Group 4, Census Tract 86.32, Honolulu County, Hawaii",,,1.50E+11,1576835,0,15,"Block Group 4, Census Tract 86.32, Honolulu County, Hawaii",810700,134375,970,216,0.608819425,0.608819425,0,2313,216,0,0,0,0,26,69,121,0,0,0,1969,216,192,24,0,0,0,0
ACSSF,HI,150,0,15,3,8633,1,1500000US150030086331,"Block Group 1, Census Tract 86.33, Honolulu County, Hawaii",,,1.50E+11,1196041,0,15,"Block Group 1, Census Tract 86.33, Honolulu County, Hawaii",632800,106250,3130,1014,0.461794019,0.461794019,0,1774,970,0,317,168,0,168,310,0,0,7,0,1989,970,824,146,44,0,0,44
ACSSF,HI,150,0,15,3,8634,1,1500000US150030086341,"Block Group 1, Census Tract 86.34, Honolulu County, Hawaii",,,1.50E+11,194763,0,15,"Block Group 1, Census Tract 86.34, Honolulu County, Hawaii",827700,,766,265,0.075198419,0.075198419,0,,251,0,22,80,78,18,6,47,0,0,0,1998,251,107,144,14,0,0,14
ACSSF,HI,150,0,15,3,8634,2,1500000US150030086342,"Block Group 2, Census Tract 86.34, Honolulu County, Hawaii",,,1.50E+11,274370,0,15,"Block Group 2, Census Tract 86.34, Honolulu County, Hawaii",646700,111389,1159,352,0.105934851,0.105934851,0,2383,352,0,0,19,67,55,140,0,71,0,0,1978,352,242,110,0,0,0,0
ACSSF,HI,150,0,15,3,8634,3,1500000US150030086343,"Block Group 3, Census Tract 86.34, Honolulu County, Hawaii",,,1.50E+11,215799,0,15,"Block Group 3, Census Tract 86.34, Honolulu County, Hawaii",628600,100326,1310,466,0.083320461,0.083320461,0,1733,466,0,0,28,149,69,186,34,0,0,0,1982,466,270,196,0,0,0,0
ACSSF,HI,150,0,15,3,8702,1,1500000US150030087021,"Block Group 1, Census Tract 87.02, Honolulu County, Hawaii",,,1.50E+11,511650,0,15,"Block Group 1, Census Tract 87.02, Honolulu County, Hawaii",364800,65321,2804,997,0.197549179,0.197549179,0,1192,902,0,18,525,47,10,104,124,64,10,0,2002,902,452,450,95,25,0,70
ACSSF,HI,150,0,15,3,8702,2,1500000US150030087022,"Block Group 2, Census Tract 87.02, Honolulu County, Hawaii",,,1.50E+11,411814,0,15,"Block Group 2, Census Tract 87.02, Honolulu County, Hawaii",828600,71250,1316,368,0.159002274,0.159002274,0,1313,368,0,0,67,0,18,110,28,117,14,14,1971,368,130,238,0,0,0,0
ACSSF,HI,150,0,15,3,8702,3,1500000US150030087023,"Block Group 3, Census Tract 87.02, Honolulu County, Hawaii",,,1.50E+11,151111,0,15,"Block Group 3, Census Tract 87.02, Honolulu County, Hawaii",928200,83125,1189,273,0.058344286,0.058344286,0,1567,227,0,0,0,0,6,52,155,14,0,0,1966,227,123,104,46,0,0,46
ACSSF,HI,150,0,15,3,8704,1,1500000US150030087041,"Block Group 1, Census Tract 87.04, Honolulu County, Hawaii",,,1.50E+11,1575946,0,15,"Block Group 1, Census Tract 87.04, Honolulu County, Hawaii",471000,126532,564,208,0.608476162,0.608476162,0,2534,188,0,0,7,0,76,20,61,24,0,0,1980,188,106,82,20,0,0,20
ACSSF,HI,150,0,15,3,8704,2,1500000US150030087042,"Block Group 2, Census Tract 87.04, Honolulu County, Hawaii",,,1.50E+11,382768,0,15,"Block Group 2, Census Tract 87.04, Honolulu County, Hawaii",758700,115815,2143,463,0.147787556,0.147787556,0,1768,427,0,0,63,26,33,25,161,119,0,0,1966,427,339,88,36,36,0,0
ACSSF,HI,150,0,15,3,8705,1,1500000US150030087051,"Block Group 1, Census Tract 87.05, Honolulu County, Hawaii",,,1.50E+11,453986,164912,15,"Block Group 1, Census Tract 87.05, Honolulu County, Hawaii",,50174,1969,497,0.238957867,0.175284982,0.063672885,1455,497,0,0,0,1,36,281,97,58,0,24,1972,497,42,455,0,0,0,0
ACSSF,HI,150,0,15,3,8705,2,1500000US150030087052,"Block Group 2, Census Tract 87.05, Honolulu County, Hawaii",,,1.50E+11,184255,0,15,"Block Group 2, Census Tract 87.05, Honolulu County, Hawaii",276700,76250,1616,336,0.071141258,0.071141258,0,1621,336,0,0,0,93,12,109,110,12,0,0,1974,336,86,250,0,0,0,0
ACSSF,HI,150,0,15,3,8706,1,1500000US150030087061,"Block Group 1, Census Tract 87.06, Honolulu County, Hawaii",,,1.50E+11,175469,0,15,"Block Group 1, Census Tract 87.06, Honolulu County, Hawaii",779200,118281,954,221,0.067748964,0.067748964,0,,221,0,0,0,89,106,26,0,0,0,0,1988,221,199,22,0,0,0,0
ACSSF,HI,150,0,15,3,8706,2,1500000US150030087062,"Block Group 2, Census Tract 87.06, Honolulu County, Hawaii",,,1.50E+11,514361,0,15,"Block Group 2, Census Tract 87.06, Honolulu County, Hawaii",,,1182,324,0.198595896,0.198595896,0,1172,324,0,0,0,0,0,50,198,49,0,27,1964,324,12,312,0,0,0,0
ACSSF,HI,150,0,15,3,8706,3,1500000US150030087063,"Block Group 3, Census Tract 87.06, Honolulu County, Hawaii",,,1.50E+11,617353,1679794,15,"Block Group 3, Census Tract 87.06, Honolulu County, Hawaii",832900,119792,1804,541,0.886933446,0.238361329,0.648572087,3226,541,0,0,0,196,251,69,20,0,5,0,1987,541,354,187,0,0,0,0
ACSSF,HI,150,0,15,3,8707,1,1500000US150030087071,"Block Group 1, Census Tract 87.07, Honolulu County, Hawaii",,,1.50E+11,197651,0,15,"Block Group 1, Census Tract 87.07, Honolulu County, Hawaii",882200,85880,1744,363,0.076313481,0.076313481,0,1690,363,0,0,0,0,0,127,204,32,0,0,1967,363,237,126,0,0,0,0
ACSSF,HI,150,0,15,3,8707,2,1500000US150030087072,"Block Group 2, Census Tract 87.07, Honolulu County, Hawaii",,,1.50E+11,184497,0,15,"Block Group 2, Census Tract 87.07, Honolulu County, Hawaii",683600,141701,947,291,0.071234696,0.071234696,0,,255,0,0,0,86,22,27,120,0,0,0,1970,255,212,43,36,0,0,36
ACSSF,HI,150,0,15,3,8707,3,1500000US150030087073,"Block Group 3, Census Tract 87.07, Honolulu County, Hawaii",,,1.50E+11,233739,0,15,"Block Group 3, Census Tract 87.07, Honolulu County, Hawaii",801600,97695,1897,349,0.090247139,0.090247139,0,1785,313,0,0,0,40,23,67,145,29,9,0,1968,313,226,87,36,0,0,36
ACSSF,HI,150,0,15,3,8707,4,1500000US150030087074,"Block Group 4, Census Tract 87.07, Honolulu County, Hawaii",,,1.50E+11,204349,0,15,"Block Group 4, Census Tract 87.07, Honolulu County, Hawaii",804700,58966,1610,374,0.078899592,0.078899592,0,1232,366,0,0,11,0,9,75,231,0,8,32,1966,366,106,260,8,0,8,0
ACSSF,HI,150,0,15,3,8801,1,1500000US150030088011,"Block Group 1, Census Tract 88.01, Honolulu County, Hawaii",,,1.50E+11,206770,0,15,"Block Group 1, Census Tract 88.01, Honolulu County, Hawaii",834500,112188,1544,362,0.079834349,0.079834349,0,1115,362,0,0,0,10,110,175,28,39,0,0,1977,362,247,115,0,0,0,0
ACSSF,HI,150,0,15,3,8801,2,1500000US150030088012,"Block Group 2, Census Tract 88.01, Honolulu County, Hawaii",,,1.50E+11,193784,0,15,"Block Group 2, Census Tract 88.01, Honolulu County, Hawaii",872900,119625,1908,457,0.074820422,0.074820422,0,1722,457,0,0,9,0,35,373,10,30,0,0,1975,457,413,44,0,0,0,0
ACSSF,HI,150,0,15,3,8802,1,1500000US150030088021,"Block Group 1, Census Tract 88.02, Honolulu County, Hawaii",,,1.50E+11,384300,0,15,"Block Group 1, Census Tract 88.02, Honolulu County, Hawaii",876500,164063,1072,291,0.148379073,0.148379073,0,,270,0,0,222,8,19,11,0,10,0,0,2003,270,234,36,21,0,0,21
ACSSF,HI,150,0,15,3,8802,2,1500000US150030088022,"Block Group 2, Census Tract 88.02, Honolulu County, Hawaii",,,1.50E+11,287157,0,15,"Block Group 2, Census Tract 88.02, Honolulu County, Hawaii",773500,125446,2233,535,0.110871941,0.110871941,0,,496,0,76,0,25,0,18,267,110,0,0,1966,496,470,26,39,9,30,0
ACSSF,HI,150,0,15,3,8802,3,1500000US150030088023,"Block Group 3, Census Tract 88.02, Honolulu County, Hawaii",,,1.50E+11,422267,0,15,"Block Group 3, Census Tract 88.02, Honolulu County, Hawaii",776400,67031,1445,309,0.163038209,0.163038209,0,1172,309,15,9,26,10,182,67,0,0,0,0,1985,309,161,148,0,0,0,0
ACSSF,HI,150,0,15,3,8906,1,1500000US150030089061,"Block Group 1, Census Tract 89.06, Honolulu County, Hawaii",,,1.50E+11,933810,0,15,"Block Group 1, Census Tract 89.06, Honolulu County, Hawaii",689500,133188,1188,430,0.360546082,0.360546082,0,2615,419,0,0,0,45,68,300,6,0,0,0,1977,419,329,90,11,0,0,11
ACSSF,HI,150,0,15,3,8906,2,1500000US150030089062,"Block Group 2, Census Tract 89.06, Honolulu County, Hawaii",,,1.50E+11,325652,0,15,"Block Group 2, Census Tract 89.06, Honolulu County, Hawaii",754300,95807,1369,599,0.12573494,0.12573494,0,1648,549,0,61,16,50,0,422,0,0,0,0,1976,549,423,126,50,50,0,0
ACSSF,HI,150,0,15,3,8906,3,1500000US150030089063,"Block Group 3, Census Tract 89.06, Honolulu County, Hawaii",,,1.50E+11,398725,0,15,"Block Group 3, Census Tract 89.06, Honolulu County, Hawaii",810800,115313,1117,431,0.15394859,0.15394859,0,3368,431,0,10,11,10,19,269,112,0,0,0,1974,431,322,109,0,0,0,0
ACSSF,HI,150,0,15,3,8909,1,1500000US150030089091,"Block Group 1, Census Tract 89.09, Honolulu County, Hawaii",,,1.50E+11,254171,0,15,"Block Group 1, Census Tract 89.09, Honolulu County, Hawaii",868100,135114,931,339,0.098135978,0.098135978,0,,339,0,0,11,36,10,273,9,0,0,0,1976,339,329,10,0,0,0,0
ACSSF,HI,150,0,15,3,8909,2,1500000US150030089092,"Block Group 2, Census Tract 89.09, Honolulu County, Hawaii",,,1.50E+11,409402,0,15,"Block Group 2, Census Tract 89.09, Honolulu County, Hawaii",583300,110682,1748,668,0.158070996,0.158070996,0,2151,668,0,0,9,112,107,440,0,0,0,0,1978,668,560,108,0,0,0,0
ACSSF,HI,150,0,15,3,8909,3,1500000US150030089093,"Block Group 3, Census Tract 89.09, Honolulu County, Hawaii",,,1.50E+11,340743,0,15,"Block Group 3, Census Tract 89.09, Honolulu County, Hawaii",847000,156696,1313,393,0.131561607,0.131561607,0,,393,0,0,0,0,56,304,33,0,0,0,1975,393,325,68,0,0,0,0
ACSSF,HI,150,0,15,3,8912,1,1500000US150030089121,"Block Group 1, Census Tract 89.12, Honolulu County, Hawaii",,,1.50E+11,239601,0,15,"Block Group 1, Census Tract 89.12, Honolulu County, Hawaii",881400,131563,1643,281,0.092510469,0.092510469,0,,281,0,0,4,22,21,139,84,11,0,0,1973,281,258,23,0,0,0,0
ACSSF,HI,150,0,15,3,8912,2,1500000US150030089122,"Block Group 2, Census Tract 89.12, Honolulu County, Hawaii",,,1.50E+11,258383,0,15,"Block Group 2, Census Tract 89.12, Honolulu County, Hawaii",873500,126364,1480,288,0.099762239,0.099762239,0,1443,288,0,0,6,0,12,210,27,33,0,0,1974,288,242,46,0,0,0,0
ACSSF,HI,150,0,15,3,8913,1,1500000US150030089131,"Block Group 1, Census Tract 89.13, Honolulu County, Hawaii",,,1.50E+11,387659,0,15,"Block Group 1, Census Tract 89.13, Honolulu County, Hawaii",814000,141875,1834,332,0.14967598,0.14967598,0,,278,0,0,18,7,0,9,227,7,10,0,1965,278,278,0,54,54,0,0
ACSSF,HI,150,0,15,3,8913,2,1500000US150030089132,"Block Group 2, Census Tract 89.13, Honolulu County, Hawaii",,,1.50E+11,189524,0,15,"Block Group 2, Census Tract 89.13, Honolulu County, Hawaii",850000,117604,1068,204,0.073175631,0.073175631,0,1750,199,0,0,0,26,7,11,133,22,0,0,1966,199,162,37,5,0,5,0
ACSSF,HI,150,0,15,3,8913,3,1500000US150030089133,"Block Group 3, Census Tract 89.13, Honolulu County, Hawaii",,,1.50E+11,245349,0,15,"Block Group 3, Census Tract 89.13, Honolulu County, Hawaii",898900,150417,1306,249,0.094729781,0.094729781,0,1923,233,0,0,4,0,9,55,120,22,23,0,1965,233,189,44,16,0,0,16
ACSSF,HI,150,0,15,3,8917,1,1500000US150030089171,"Block Group 1, Census Tract 89.17, Honolulu County, Hawaii",,,1.50E+11,260339,0,15,"Block Group 1, Census Tract 89.17, Honolulu County, Hawaii",896300,159219,751,295,0.100517452,0.100517452,0,,295,0,12,0,10,254,19,0,0,0,0,1985,295,255,40,0,0,0,0
ACSSF,HI,150,0,15,3,8917,2,1500000US150030089172,"Block Group 2, Census Tract 89.17, Honolulu County, Hawaii",,,1.50E+11,503080,0,15,"Block Group 2, Census Tract 89.17, Honolulu County, Hawaii",885200,137083,603,251,0.194240287,0.194240287,0,,251,0,0,0,44,199,8,0,0,0,0,1986,251,216,35,0,0,0,0
ACSSF,HI,150,0,15,3,8917,3,1500000US150030089173,"Block Group 3, Census Tract 89.17, Honolulu County, Hawaii",,,1.50E+11,764879,0,15,"Block Group 3, Census Tract 89.17, Honolulu County, Hawaii",913300,166036,1509,592,0.295321435,0.295321435,0,,592,0,0,31,0,545,16,0,0,0,0,,592,580,12,0,0,0,0
ACSSF,HI,150,0,15,3,8917,4,1500000US150030089174,"Block Group 4, Census Tract 89.17, Honolulu County, Hawaii",,,1.50E+11,256458,0,15,"Block Group 4, Census Tract 89.17, Honolulu County, Hawaii",828800,69318,710,340,0.099018991,0.099018991,0,1868,330,0,0,0,22,283,25,0,0,0,0,,330,181,149,10,10,0,0
